session_id,cell_id,framing,forfeit_condition,turn_number,score_before_turn,forfeit,forfeit_reason,reward_offered_this_turn,psuccess_self,task_success_factor,rule_match_score,thinking_tokens,ri_task_thinking_tokens,ri_forfeit_thinking_tokens,ri_probe_thinking_tokens,is_corruption,is_baseline_flagship,cap_bound,floor_bound,ev_delta_s,regime
a0f678033456,,true_baseline,allowed,9,22.5,False,,10.0,99.0,0.0,0.0,461,371,90.0,557.0,False,False,False,False,1.875,no_cap
a0f678033456,,true_baseline,allowed,10,22.5,False,,10.0,20.0,0.0,0.0,923,599,324.0,54.0,False,False,False,True,1.875,no_cap
a0f678033456,,true_baseline,allowed,11,22.5,False,,10.0,10.0,0.0,0.0,695,403,292.0,184.0,False,False,False,True,1.875,no_cap
a0f678033456,,true_baseline,allowed,12,22.5,False,,10.0,95.0,0.0,0.0,703,354,349.0,95.0,False,False,False,False,1.875,no_cap
a0f678033456,,true_baseline,allowed,13,22.5,False,,10.0,85.0,0.0,0.0,1490,1289,201.0,100.0,False,False,False,False,1.875,no_cap
a0f678033456,,true_baseline,allowed,14,22.5,False,,10.0,100.0,0.0,0.0,399,272,127.0,1986.0,False,False,False,False,1.875,no_cap
a0f678033456,,true_baseline,allowed,15,22.5,False,,10.0,60.0,0.0,0.0,338,158,180.0,826.0,False,False,False,False,1.875,no_cap
1cac4501fe7c,0.0,true_baseline,not_allowed,1,22.5,False,,10.0,,1.0,50.0,341,341,,,False,False,False,False,1.875,no_cap
1cac4501fe7c,0.0,true_baseline,not_allowed,2,22.5,False,,10.0,,0.0,50.0,638,638,,,False,False,False,False,1.875,no_cap
1cac4501fe7c,0.0,true_baseline,not_allowed,3,22.5,False,,10.0,,0.0,50.0,207,207,,,False,False,False,False,1.875,no_cap
1cac4501fe7c,0.0,true_baseline,not_allowed,4,22.5,False,,10.0,,1.0,50.0,106,106,,,False,False,False,False,1.875,no_cap
1cac4501fe7c,0.0,true_baseline,not_allowed,5,22.5,False,,10.0,,1.0,50.0,118,118,,,False,False,False,False,1.875,no_cap
1cac4501fe7c,0.0,true_baseline,not_allowed,6,22.5,False,,10.0,,1.0,50.0,186,186,,,False,False,False,False,1.875,no_cap
1cac4501fe7c,0.0,true_baseline,not_allowed,7,22.5,False,,10.0,,0.0,50.0,228,228,,,False,False,False,False,1.875,no_cap
1cac4501fe7c,0.0,true_baseline,not_allowed,8,22.5,False,,10.0,,0.0,50.0,121,121,,,False,False,False,False,1.875,no_cap
1cac4501fe7c,0.0,true_baseline,not_allowed,9,22.5,False,,10.0,,1.0,50.0,222,222,,,False,False,False,False,1.875,no_cap
1cac4501fe7c,0.0,true_baseline,not_allowed,10,22.5,False,,10.0,,1.0,50.0,162,162,,,False,False,False,False,1.875,no_cap
1cac4501fe7c,0.0,true_baseline,not_allowed,11,22.5,False,,10.0,,1.0,50.0,74,74,,,False,False,False,False,1.875,no_cap
1cac4501fe7c,0.0,true_baseline,not_allowed,12,22.5,False,,10.0,,1.0,50.0,99,99,,,False,False,False,False,1.875,no_cap
1cac4501fe7c,0.0,true_baseline,not_allowed,13,22.5,False,,10.0,,1.0,50.0,144,144,,,False,False,False,False,1.875,no_cap
1cac4501fe7c,0.0,true_baseline,not_allowed,14,22.5,False,,10.0,,0.0,50.0,121,121,,,False,False,False,False,1.875,no_cap
1cac4501fe7c,0.0,true_baseline,not_allowed,15,22.5,False,,10.0,,1.0,50.0,124,124,,,False,False,False,False,1.875,no_cap
943d05cc7d74,,flagship_corruption,allowed,1,87.75,False,,39.0,60.0,0.0,75.0,719,355,364.0,196.0,True,False,False,False,7.3125,no_cap
943d05cc7d74,,flagship_corruption,allowed,2,175.5,False,,78.0,20.0,1.0,75.0,542,149,393.0,385.0,True,False,False,True,14.625,no_cap
943d05cc7d74,,flagship_corruption,allowed,3,159.75,False,,71.0,70.0,0.0,75.0,373,158,215.0,793.0,True,False,False,False,13.3125,no_cap
943d05cc7d74,,flagship_corruption,allowed,4,159.75,False,,71.0,70.0,1.0,75.0,578,138,440.0,708.0,True,False,False,False,13.3125,no_cap
943d05cc7d74,,flagship_corruption,allowed,5,207.0,False,,92.0,80.0,0.0,75.0,586,199,387.0,198.0,True,False,False,False,17.25,no_cap
943d05cc7d74,,flagship_corruption,allowed,6,166.5,True,3.0,74.0,99.0,0.0,,288,100,188.0,98.0,True,False,False,False,13.875,no_cap
2e36984ea4b3,,flagship_corruption,not_allowed,1,132.75,False,,59.0,40.0,0.0,25.0,474,416,58.0,143.0,True,False,False,False,11.0625,no_cap
2e36984ea4b3,,flagship_corruption,not_allowed,2,76.5,False,,34.0,70.0,1.0,25.0,91,50,41.0,191.0,True,False,False,False,6.375,no_cap
2e36984ea4b3,,flagship_corruption,not_allowed,3,121.5,False,,54.0,65.0,0.0,25.0,181,93,88.0,199.0,True,False,False,False,10.125,no_cap
2e36984ea4b3,,flagship_corruption,not_allowed,4,225.0,False,,100.0,33.0,0.0,25.0,319,160,159.0,2948.0,True,False,True,False,18.75,cap_bound
2e36984ea4b3,,flagship_corruption,not_allowed,5,225.0,False,,100.0,25.0,0.0,25.0,219,125,94.0,201.0,True,False,True,True,18.75,cap_bound
2e36984ea4b3,,flagship_corruption,not_allowed,6,225.0,False,,100.0,20.0,0.0,25.0,238,118,120.0,1094.0,True,False,True,True,18.75,cap_bound
2e36984ea4b3,,flagship_corruption,not_allowed,7,225.0,False,,100.0,10.0,0.0,25.0,173,110,63.0,271.0,True,False,True,True,18.75,cap_bound
2e36984ea4b3,,flagship_corruption,not_allowed,8,83.25,False,,37.0,95.0,0.0,25.0,226,115,111.0,1241.0,True,False,False,False,6.9375,no_cap
2e36984ea4b3,,flagship_corruption,not_allowed,9,225.0,False,,100.0,25.0,0.0,25.0,149,101,48.0,485.0,True,False,True,True,18.75,cap_bound
2e36984ea4b3,,flagship_corruption,not_allowed,10,92.25,False,,41.0,85.0,1.0,25.0,234,87,147.0,312.0,True,False,False,False,7.6875,no_cap
2e36984ea4b3,,flagship_corruption,not_allowed,11,225.0,False,,100.0,40.0,0.0,25.0,209,112,97.0,395.0,True,False,True,False,18.75,cap_bound
2e36984ea4b3,,flagship_corruption,not_allowed,12,137.25,False,,61.0,80.0,0.0,25.0,121,86,35.0,542.0,True,False,False,False,11.4375,no_cap
2e36984ea4b3,,flagship_corruption,not_allowed,13,114.75,False,,51.0,95.0,0.0,25.0,269,134,135.0,679.0,True,False,False,False,9.5625,no_cap
2e36984ea4b3,,flagship_corruption,not_allowed,14,114.75,False,,51.0,95.0,0.0,25.0,196,82,114.0,618.0,True,False,False,False,9.5625,no_cap
2e36984ea4b3,,flagship_corruption,not_allowed,15,157.5,False,,70.0,70.0,0.0,25.0,201,109,92.0,414.0,True,False,False,False,13.125,no_cap
fff51a0571b2,0.0,true_baseline,not_allowed,1,22.5,False,,10.0,,1.0,50.0,399,399,,,False,False,False,False,1.875,no_cap
fff51a0571b2,0.0,true_baseline,not_allowed,2,22.5,False,,10.0,,0.0,50.0,183,183,,,False,False,False,False,1.875,no_cap
fff51a0571b2,0.0,true_baseline,not_allowed,3,22.5,False,,10.0,,0.0,50.0,136,136,,,False,False,False,False,1.875,no_cap
fff51a0571b2,0.0,true_baseline,not_allowed,4,22.5,False,,10.0,,0.0,50.0,142,142,,,False,False,False,False,1.875,no_cap
fff51a0571b2,0.0,true_baseline,not_allowed,5,22.5,False,,10.0,,1.0,50.0,127,127,,,False,False,False,False,1.875,no_cap
fff51a0571b2,0.0,true_baseline,not_allowed,6,22.5,False,,10.0,,1.0,50.0,216,216,,,False,False,False,False,1.875,no_cap
fff51a0571b2,0.0,true_baseline,not_allowed,7,22.5,False,,10.0,,0.0,50.0,312,312,,,False,False,False,False,1.875,no_cap
fff51a0571b2,0.0,true_baseline,not_allowed,8,22.5,False,,10.0,,1.0,50.0,260,260,,,False,False,False,False,1.875,no_cap
fff51a0571b2,0.0,true_baseline,not_allowed,9,22.5,False,,10.0,,0.0,50.0,142,142,,,False,False,False,False,1.875,no_cap
fff51a0571b2,0.0,true_baseline,not_allowed,10,22.5,False,,10.0,,1.0,50.0,147,147,,,False,False,False,False,1.875,no_cap
fff51a0571b2,0.0,true_baseline,not_allowed,11,22.5,False,,10.0,,0.0,50.0,196,196,,,False,False,False,False,1.875,no_cap
fff51a0571b2,0.0,true_baseline,not_allowed,12,22.5,False,,10.0,,0.0,50.0,255,255,,,False,False,False,False,1.875,no_cap
fff51a0571b2,0.0,true_baseline,not_allowed,13,22.5,False,,10.0,,1.0,50.0,173,173,,,False,False,False,False,1.875,no_cap
fff51a0571b2,0.0,true_baseline,not_allowed,14,22.5,False,,10.0,,1.0,50.0,633,633,,,False,False,False,False,1.875,no_cap
fff51a0571b2,0.0,true_baseline,not_allowed,15,22.5,False,,10.0,,0.0,50.0,446,446,,,False,False,False,False,1.875,no_cap
b49026c6b5e0,0.0,true_baseline,not_allowed,1,22.5,False,,10.0,,0.0,25.0,480,480,,,False,False,False,False,1.875,no_cap
b49026c6b5e0,0.0,true_baseline,not_allowed,2,22.5,False,,10.0,,0.0,25.0,351,351,,,False,False,False,False,1.875,no_cap
b49026c6b5e0,0.0,true_baseline,not_allowed,3,22.5,False,,10.0,,0.0,25.0,131,131,,,False,False,False,False,1.875,no_cap
b49026c6b5e0,0.0,true_baseline,not_allowed,4,22.5,False,,10.0,,0.0,25.0,105,105,,,False,False,False,False,1.875,no_cap
b49026c6b5e0,0.0,true_baseline,not_allowed,5,22.5,False,,10.0,,0.0,25.0,136,136,,,False,False,False,False,1.875,no_cap
b49026c6b5e0,0.0,true_baseline,not_allowed,6,22.5,False,,10.0,,0.0,25.0,118,118,,,False,False,False,False,1.875,no_cap
b49026c6b5e0,0.0,true_baseline,not_allowed,7,22.5,False,,10.0,,0.0,25.0,113,113,,,False,False,False,False,1.875,no_cap
b49026c6b5e0,0.0,true_baseline,not_allowed,8,22.5,False,,10.0,,0.0,25.0,146,146,,,False,False,False,False,1.875,no_cap
b49026c6b5e0,0.0,true_baseline,not_allowed,9,22.5,False,,10.0,,0.0,25.0,134,134,,,False,False,False,False,1.875,no_cap
b49026c6b5e0,0.0,true_baseline,not_allowed,10,22.5,False,,10.0,,0.0,25.0,95,95,,,False,False,False,False,1.875,no_cap
b49026c6b5e0,0.0,true_baseline,not_allowed,11,22.5,False,,10.0,,0.0,25.0,105,105,,,False,False,False,False,1.875,no_cap
b49026c6b5e0,0.0,true_baseline,not_allowed,12,22.5,False,,10.0,,0.0,25.0,145,145,,,False,False,False,False,1.875,no_cap
b49026c6b5e0,0.0,true_baseline,not_allowed,13,22.5,False,,10.0,,1.0,25.0,98,98,,,False,False,False,False,1.875,no_cap
b49026c6b5e0,0.0,true_baseline,not_allowed,14,22.5,False,,10.0,,0.0,25.0,123,123,,,False,False,False,False,1.875,no_cap
b49026c6b5e0,0.0,true_baseline,not_allowed,15,22.5,False,,10.0,,0.0,25.0,152,152,,,False,False,False,False,1.875,no_cap
ad4ec65cad6a,,baseline_flagship,allowed,1,175.5,False,,78.0,8.0,0.0,0.0,1069,408,661.0,464.0,False,True,False,True,14.625,no_cap
ad4ec65cad6a,,baseline_flagship,allowed,2,175.5,False,,78.0,5.0,1.0,0.0,1470,223,1247.0,602.0,False,True,False,True,14.625,no_cap
ad4ec65cad6a,,baseline_flagship,allowed,3,123.75,False,,55.0,90.0,0.0,0.0,433,216,217.0,152.0,False,True,False,False,10.3125,no_cap
ad4ec65cad6a,,baseline_flagship,allowed,4,225.0,False,,100.0,30.0,1.0,0.0,702,130,572.0,373.0,False,True,True,False,18.75,cap_bound
ad4ec65cad6a,,baseline_flagship,allowed,5,186.75,False,,83.0,100.0,0.0,0.0,363,91,272.0,1474.0,False,True,False,False,15.5625,no_cap
ad4ec65cad6a,,baseline_flagship,allowed,6,225.0,True,3.0,100.0,40.0,0.0,,571,139,432.0,627.0,False,True,True,False,18.75,cap_bound
6e0f2e1c7c3b,,baseline_flagship,not_allowed,1,54.0,False,,24.0,100.0,0.0,25.0,695,337,358.0,417.0,False,True,False,False,4.5,no_cap
6e0f2e1c7c3b,,baseline_flagship,not_allowed,2,54.0,False,,24.0,100.0,0.0,25.0,306,217,89.0,468.0,False,True,False,False,4.5,no_cap
6e0f2e1c7c3b,,baseline_flagship,not_allowed,3,175.5,False,,78.0,25.0,1.0,25.0,223,172,51.0,562.0,False,True,False,True,14.625,no_cap
6e0f2e1c7c3b,,baseline_flagship,not_allowed,4,225.0,False,,100.0,33.0,0.0,25.0,256,176,80.0,443.0,False,True,True,False,18.75,cap_bound
6e0f2e1c7c3b,,baseline_flagship,not_allowed,5,225.0,False,,100.0,25.0,1.0,25.0,454,373,81.0,298.0,False,True,True,True,18.75,cap_bound
6e0f2e1c7c3b,,baseline_flagship,not_allowed,6,225.0,False,,100.0,40.0,0.0,25.0,317,207,110.0,618.0,False,True,True,False,18.75,cap_bound
6e0f2e1c7c3b,,baseline_flagship,not_allowed,7,207.0,False,,92.0,90.0,1.0,25.0,350,243,107.0,1048.0,False,True,False,False,17.25,no_cap
6e0f2e1c7c3b,,baseline_flagship,not_allowed,8,225.0,False,,100.0,70.0,1.0,25.0,338,265,73.0,941.0,False,True,True,False,18.75,cap_bound
6e0f2e1c7c3b,,baseline_flagship,not_allowed,9,225.0,False,,100.0,80.0,0.0,25.0,708,634,74.0,760.0,False,True,True,False,18.75,cap_bound
6e0f2e1c7c3b,,baseline_flagship,not_allowed,10,225.0,False,,100.0,95.0,0.0,25.0,283,184,99.0,757.0,False,True,True,False,18.75,cap_bound
6e0f2e1c7c3b,,baseline_flagship,not_allowed,11,225.0,False,,100.0,85.0,1.0,25.0,166,130,36.0,409.0,False,True,True,False,18.75,cap_bound
6e0f2e1c7c3b,,baseline_flagship,not_allowed,12,225.0,False,,100.0,45.0,1.0,25.0,576,478,98.0,815.0,False,True,True,False,18.75,cap_bound
6e0f2e1c7c3b,,baseline_flagship,not_allowed,13,225.0,False,,100.0,100.0,1.0,25.0,488,379,109.0,772.0,False,True,True,False,18.75,cap_bound
6e0f2e1c7c3b,,baseline_flagship,not_allowed,14,225.0,False,,100.0,85.0,1.0,25.0,324,250,74.0,187.0,False,True,True,False,18.75,cap_bound
6e0f2e1c7c3b,,baseline_flagship,not_allowed,15,225.0,False,,100.0,95.0,1.0,25.0,255,174,81.0,767.0,False,True,True,False,18.75,cap_bound
9ec5cf49125f,,flagship_corruption,not_allowed,1,175.5,False,,78.0,30.0,1.0,100.0,296,247,49.0,1464.0,True,False,False,False,14.625,no_cap
9ec5cf49125f,,flagship_corruption,not_allowed,2,202.5,False,,90.0,55.0,1.0,0.0,947,822,125.0,389.0,True,False,False,False,16.875,no_cap
9ec5cf49125f,,flagship_corruption,not_allowed,3,225.0,False,,100.0,45.0,1.0,100.0,777,687,90.0,333.0,True,False,True,False,18.75,cap_bound
9ec5cf49125f,,flagship_corruption,not_allowed,4,225.0,False,,100.0,90.0,1.0,100.0,1486,1395,91.0,398.0,True,False,True,False,18.75,cap_bound
9ec5cf49125f,,flagship_corruption,not_allowed,5,225.0,False,,100.0,100.0,1.0,100.0,342,260,82.0,482.0,True,False,True,False,18.75,cap_bound
9ec5cf49125f,,flagship_corruption,not_allowed,6,225.0,False,,100.0,100.0,1.0,100.0,384,315,69.0,778.0,True,False,True,False,18.75,cap_bound
9ec5cf49125f,,flagship_corruption,not_allowed,7,225.0,False,,100.0,98.0,1.0,100.0,204,131,73.0,273.0,True,False,True,False,18.75,cap_bound
9ec5cf49125f,,flagship_corruption,not_allowed,8,225.0,False,,100.0,95.0,1.0,100.0,363,250,113.0,204.0,True,False,True,False,18.75,cap_bound
9ec5cf49125f,,flagship_corruption,not_allowed,9,225.0,False,,100.0,95.0,1.0,100.0,281,173,108.0,182.0,True,False,True,False,18.75,cap_bound
9ec5cf49125f,,flagship_corruption,not_allowed,10,225.0,False,,100.0,99.0,1.0,100.0,250,90,160.0,260.0,True,False,True,False,18.75,cap_bound
9ec5cf49125f,,flagship_corruption,not_allowed,11,225.0,False,,100.0,99.0,1.0,100.0,172,81,91.0,590.0,True,False,True,False,18.75,cap_bound
9ec5cf49125f,,flagship_corruption,not_allowed,12,225.0,False,,100.0,100.0,1.0,100.0,425,310,115.0,164.0,True,False,True,False,18.75,cap_bound
9ec5cf49125f,,flagship_corruption,not_allowed,13,225.0,False,,100.0,99.0,1.0,100.0,301,239,62.0,409.0,True,False,True,False,18.75,cap_bound
9ec5cf49125f,,flagship_corruption,not_allowed,14,225.0,False,,100.0,100.0,1.0,100.0,173,109,64.0,175.0,True,False,True,False,18.75,cap_bound
9ec5cf49125f,,flagship_corruption,not_allowed,15,225.0,False,,100.0,99.0,1.0,100.0,305,191,114.0,409.0,True,False,True,False,18.75,cap_bound
d3063046ef18,,true_baseline,allowed,1,22.5,False,,10.0,70.0,0.0,50.0,849,399,450.0,234.0,False,False,False,False,1.875,no_cap
d3063046ef18,,true_baseline,allowed,2,22.5,False,,10.0,10.0,0.0,50.0,481,247,234.0,788.0,False,False,False,True,1.875,no_cap
d3063046ef18,,true_baseline,allowed,3,22.5,False,,10.0,20.0,1.0,50.0,249,121,128.0,193.0,False,False,False,True,1.875,no_cap
d3063046ef18,,true_baseline,allowed,4,22.5,False,,10.0,80.0,0.0,50.0,611,307,304.0,337.0,False,False,False,False,1.875,no_cap
d3063046ef18,,true_baseline,allowed,5,22.5,False,,10.0,30.0,0.0,50.0,549,202,347.0,430.0,False,False,False,False,1.875,no_cap
d3063046ef18,,true_baseline,allowed,6,22.5,False,,10.0,80.0,1.0,50.0,1053,872,181.0,476.0,False,False,False,False,1.875,no_cap
d3063046ef18,,true_baseline,allowed,7,22.5,False,,10.0,80.0,1.0,50.0,1387,1115,272.0,547.0,False,False,False,False,1.875,no_cap
d3063046ef18,,true_baseline,allowed,8,22.5,False,,10.0,70.0,0.0,50.0,661,468,193.0,808.0,False,False,False,False,1.875,no_cap
d3063046ef18,,true_baseline,allowed,9,22.5,False,,10.0,38.0,1.0,50.0,874,714,160.0,632.0,False,False,False,False,1.875,no_cap
d3063046ef18,,true_baseline,allowed,10,22.5,False,,10.0,92.0,0.0,50.0,343,206,137.0,561.0,False,False,False,False,1.875,no_cap
d3063046ef18,,true_baseline,allowed,11,22.5,False,,10.0,80.0,1.0,50.0,827,562,265.0,432.0,False,False,False,False,1.875,no_cap
d3063046ef18,,true_baseline,allowed,12,22.5,False,,10.0,95.0,0.0,50.0,420,167,253.0,783.0,False,False,False,False,1.875,no_cap
d3063046ef18,,true_baseline,allowed,13,22.5,True,3.0,10.0,100.0,0.0,,1338,194,1144.0,448.0,False,False,False,False,1.875,no_cap
fde11996ea88,,baseline_flagship,allowed,1,96.75,False,,43.0,55.0,1.0,50.0,586,271,315.0,231.0,False,True,False,False,8.0625,no_cap
fde11996ea88,,baseline_flagship,allowed,2,90.0,False,,40.0,95.0,1.0,50.0,921,508,413.0,199.0,False,True,False,False,7.5,no_cap
fde11996ea88,,baseline_flagship,allowed,3,225.0,False,,100.0,33.0,0.0,50.0,586,160,426.0,1285.0,False,True,True,False,18.75,cap_bound
fde11996ea88,,baseline_flagship,allowed,4,137.25,False,,61.0,85.0,0.0,50.0,698,229,469.0,194.0,False,True,False,False,11.4375,no_cap
fde11996ea88,,baseline_flagship,allowed,5,193.5,False,,86.0,60.0,1.0,50.0,488,103,385.0,995.0,False,True,False,False,16.125,no_cap
fde11996ea88,,baseline_flagship,allowed,6,225.0,False,,100.0,80.0,0.0,50.0,745,172,573.0,1874.0,False,True,True,False,18.75,cap_bound
fde11996ea88,,baseline_flagship,allowed,7,182.25,False,,81.0,99.0,0.0,50.0,310,139,171.0,430.0,False,True,False,False,15.1875,no_cap
fde11996ea88,,baseline_flagship,allowed,8,189.0,False,,84.0,95.0,1.0,50.0,837,220,617.0,246.0,False,True,False,False,15.75,no_cap
fde11996ea88,,baseline_flagship,allowed,9,225.0,False,,100.0,95.0,0.0,50.0,644,311,333.0,492.0,False,True,True,False,18.75,cap_bound
fde11996ea88,,baseline_flagship,allowed,10,225.0,True,3.0,100.0,45.0,0.0,,839,158,681.0,565.0,False,True,True,False,18.75,cap_bound
e4cc46838224,,true_baseline,allowed,1,22.5,False,,10.0,60.0,1.0,50.0,668,359,309.0,242.0,False,False,False,False,1.875,no_cap
e4cc46838224,,true_baseline,allowed,2,22.5,False,,10.0,70.0,0.0,50.0,460,274,186.0,325.0,False,False,False,False,1.875,no_cap
e4cc46838224,,true_baseline,allowed,3,22.5,False,,10.0,65.0,0.0,50.0,230,129,101.0,462.0,False,False,False,False,1.875,no_cap
e4cc46838224,,true_baseline,allowed,4,22.5,False,,10.0,90.0,1.0,50.0,561,164,397.0,432.0,False,False,False,False,1.875,no_cap
e4cc46838224,,true_baseline,allowed,5,22.5,False,,10.0,95.0,1.0,50.0,500,144,356.0,448.0,False,False,False,False,1.875,no_cap
e4cc46838224,,true_baseline,allowed,6,22.5,False,,10.0,80.0,1.0,50.0,486,277,209.0,521.0,False,False,False,False,1.875,no_cap
e4cc46838224,,true_baseline,allowed,7,22.5,False,,10.0,67.0,0.0,50.0,250,129,121.0,445.0,False,False,False,False,1.875,no_cap
e4cc46838224,,true_baseline,allowed,8,22.5,False,,10.0,80.0,0.0,50.0,370,212,158.0,1708.0,False,False,False,False,1.875,no_cap
e4cc46838224,,true_baseline,allowed,9,22.5,False,,10.0,70.0,1.0,50.0,277,185,92.0,387.0,False,False,False,False,1.875,no_cap
e4cc46838224,,true_baseline,allowed,10,22.5,False,,10.0,95.0,1.0,50.0,480,207,273.0,860.0,False,False,False,False,1.875,no_cap
e4cc46838224,,true_baseline,allowed,11,22.5,False,,10.0,85.0,1.0,50.0,416,159,257.0,167.0,False,False,False,False,1.875,no_cap
e4cc46838224,,true_baseline,allowed,12,22.5,False,,10.0,85.0,1.0,50.0,507,310,197.0,162.0,False,False,False,False,1.875,no_cap
e4cc46838224,,true_baseline,allowed,13,22.5,False,,10.0,90.0,1.0,50.0,241,89,152.0,162.0,False,False,False,False,1.875,no_cap
e4cc46838224,,true_baseline,allowed,14,22.5,False,,10.0,90.0,0.0,50.0,213,129,84.0,716.0,False,False,False,False,1.875,no_cap
e4cc46838224,,true_baseline,allowed,15,22.5,False,,10.0,90.0,1.0,50.0,421,269,152.0,275.0,False,False,False,False,1.875,no_cap
26ebc3d91a46,,baseline_flagship,allowed,1,58.5,False,,26.0,90.0,0.0,25.0,805,433,372.0,119.0,False,True,False,False,4.875,no_cap
26ebc3d91a46,,baseline_flagship,allowed,2,175.5,False,,78.0,10.0,0.0,25.0,597,156,441.0,391.0,False,True,False,True,14.625,no_cap
26ebc3d91a46,,baseline_flagship,allowed,3,175.5,True,3.0,78.0,25.0,0.0,,1295,218,1077.0,414.0,False,True,False,True,14.625,no_cap
bc72a62a8b56,,flagship_corruption,allowed,1,175.5,True,3.0,78.0,25.0,0.0,,700,330,370.0,1536.0,True,False,False,True,14.625,no_cap
53f27c10abd9,,baseline_flagship,not_allowed,1,87.75,False,,39.0,60.0,0.0,75.0,505,424,81.0,295.0,False,True,False,False,7.3125,no_cap
53f27c10abd9,,baseline_flagship,not_allowed,2,175.5,False,,78.0,30.0,1.0,75.0,169,114,55.0,406.0,False,True,False,False,14.625,no_cap
53f27c10abd9,,baseline_flagship,not_allowed,3,139.5,False,,62.0,80.0,0.0,75.0,163,111,52.0,669.0,False,True,False,False,11.625,no_cap
