session_id,model,seed,cell_id,framing,forfeit_condition,forfeit_allowed,task_name,difficulty,agent_type,n_turns,final_score,penultimate_score,survived,forfeited,forfeited_at_turn,total_tokens_sum,thinking_tokens_sum,mean_rule_match_score
d72fed2d1445,nemotron-3-nano-30b-cloud,54,,true_baseline,allowed,True,signal_game,medium,vanilla,7,50.0,50.0,True,True,7.0,154,3442,50.0
ec892f471333,nemotron-3-nano-30b-cloud,47,,flagship_corruption,allowed,True,signal_game,medium,vanilla,15,30.0,30.0,True,False,,331,9468,25.0
db3327289ac7,nemotron-3-nano-30b-cloud,54,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,563.0,463.0,True,False,,315,4881,50.0
f6adf023b97b,nemotron-3-nano-30b-cloud,50,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,208.0,108.0,True,False,,315,4473,0.0
08848cde6426,nemotron-3-nano-30b-cloud,45,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,54.0,54.0,True,False,,315,3540,25.0
db4a9900b6e0,nemotron-3-nano-30b-cloud,46,,true_baseline,allowed,True,signal_game,medium,vanilla,4,30.0,30.0,True,True,4.0,88,4005,41.666666666666664
3ecc95262b44,nemotron-3-nano-30b-cloud,50,,flagship_corruption,allowed,True,signal_game,medium,vanilla,6,197.0,197.0,True,True,6.0,143,7886,40.0
351c560c3c65,nemotron-3-nano-30b-cloud,43,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,30.0,30.0,True,False,,340,3484,25.0
3c031014dfd2,nemotron-3-nano-30b-cloud,55,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,50.0,40.0,True,False,,257,2372,0.0
955e7150fe4f,nemotron-3-nano-30b-cloud,50,,baseline_flagship,allowed,True,signal_game,medium,vanilla,6,308.0,308.0,True,True,6.0,143,4893,50.0
24bb21d528e2,nemotron-3-nano-30b-cloud,51,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,306.0,306.0,True,False,,336,4437,25.0
db582af60c68,nemotron-3-nano-30b-cloud,46,,flagship_corruption,allowed,True,signal_game,medium,vanilla,9,30.0,30.0,True,True,9.0,196,7497,25.0
e2629b6de517,nemotron-3-nano-30b-cloud,55,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,108.0,108.0,True,False,,334,4356,25.0
766e447c7c3c,nemotron-3-nano-30b-cloud,54,,baseline_flagship,allowed,True,signal_game,medium,vanilla,8,308.0,308.0,True,True,8.0,175,8206,50.0
f11955b528df,nemotron-3-nano-30b-cloud,47,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,30.0,30.0,True,False,,331,4774,25.0
54dd1332f77a,nemotron-3-nano-30b-cloud,52,,true_baseline,allowed,True,signal_game,medium,vanilla,15,180.0,170.0,True,False,,319,4197,100.0
7d3d60ae8569,nemotron-3-nano-30b-cloud,44,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,30.0,30.0,True,False,,258,2972,25.0
b0ba95deb665,nemotron-3-nano-30b-cloud,50,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,120.0,120.0,True,False,,266,2958,50.0
ec4d61836d8f,nemotron-3-nano-30b-cloud,47,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,50.0,40.0,True,False,,245,8280,25.0
cb5c4d3606c9,nemotron-3-nano-30b-cloud,51,,baseline_flagship,allowed,True,signal_game,medium,vanilla,5,89.0,89.0,True,True,5.0,119,3257,25.0
e1ff998b10fa,nemotron-3-nano-30b-cloud,53,,baseline_flagship,allowed,True,signal_game,medium,vanilla,8,58.0,58.0,True,True,8.0,188,5794,25.0
19e76bbb44bd,nemotron-3-nano-30b-cloud,47,,true_baseline,allowed,True,signal_game,medium,vanilla,9,30.0,30.0,True,True,9.0,206,3903,25.0
09840833d571,nemotron-3-nano-30b-cloud,50,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,54.0,54.0,True,False,,315,4029,25.0
d5608e0b41f4,nemotron-3-nano-30b-cloud,56,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,782.0,682.0,True,False,,315,6456,50.0
bf243bdf001d,nemotron-3-nano-30b-cloud,52,,flagship_corruption,allowed,True,signal_game,medium,vanilla,3,121.0,121.0,True,True,3.0,75,2189,50.0
fe01de53f09b,nemotron-3-nano-30b-cloud,45,,flagship_corruption,allowed,True,signal_game,medium,vanilla,4,30.0,30.0,True,True,4.0,91,3669,25.0
a803b52a30f4,nemotron-3-nano-30b-cloud,54,,flagship_corruption,allowed,True,signal_game,medium,vanilla,1,30.0,30.0,True,True,1.0,28,860,
9bcd6531362b,nemotron-3-nano-30b-cloud,54,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,573.0,473.0,True,False,,315,4307,50.0
2eb20224d9e7,nemotron-3-nano-30b-cloud,46,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,260.0,260.0,True,False,,301,10846,30.0
0a40bfd74af8,nemotron-3-nano-30b-cloud,43,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,30.0,30.0,True,False,,340,3826,25.0
eb0c4e04d8a6,nemotron-3-nano-30b-cloud,56,,baseline_flagship,allowed,True,signal_game,medium,vanilla,10,360.0,360.0,True,True,10.0,217,11210,50.0
90a1d7711aec,nemotron-3-nano-30b-cloud,47,,baseline_flagship,allowed,True,signal_game,medium,vanilla,15,30.0,30.0,True,False,,331,11594,25.0
1c999111a4d7,nemotron-3-nano-30b-cloud,53,,true_baseline,allowed,True,signal_game,medium,vanilla,15,120.0,120.0,True,False,,315,6686,50.0
cccb45fc0822,nemotron-3-nano-30b-cloud,50,,true_baseline,allowed,True,signal_game,medium,vanilla,15,120.0,120.0,True,False,,341,5760,50.0
76959f4aae4e,nemotron-3-nano-30b-cloud,48,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,1336.0,1236.0,True,False,,323,3070,100.0
004214693185,nemotron-3-nano-30b-cloud,54,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,90.0,80.0,True,False,,240,3733,50.0
b31d67f31036,nemotron-3-nano-30b-cloud,51,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,60.0,60.0,True,False,,259,8318,28.333333333333332
28bc5b91fbf6,nemotron-3-nano-30b-cloud,43,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,30.0,30.0,True,False,,265,2336,25.0
67d1ca9eb79d,nemotron-3-nano-30b-cloud,49,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,941.0,841.0,True,False,,342,4272,50.0
5f293013ca71,nemotron-3-nano-30b-cloud,48,,true_baseline,allowed,True,signal_game,medium,vanilla,15,140.0,130.0,True,False,,328,18993,30.0
a90ff49f2b29,nemotron-3-nano-30b-cloud,48,,baseline_flagship,allowed,True,signal_game,medium,vanilla,7,308.0,308.0,True,True,7.0,162,4443,50.0
c7c70c78dd91,nemotron-3-nano-30b-cloud,47,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,30.0,30.0,True,False,,331,3835,25.0
1c725028741f,nemotron-3-nano-30b-cloud,45,,true_baseline,allowed,True,signal_game,medium,vanilla,15,40.0,40.0,True,False,,315,5320,25.0
20fe596c0580,nemotron-3-nano-30b-cloud,52,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,120.0,110.0,True,False,,259,3951,50.0
b59b30d4f110,nemotron-3-nano-30b-cloud,43,,true_baseline,allowed,True,signal_game,medium,vanilla,15,30.0,30.0,True,False,,340,5217,25.0
6088c6e016c3,nemotron-3-nano-30b-cloud,56,,flagship_corruption,allowed,True,signal_game,medium,vanilla,8,308.0,308.0,True,True,8.0,174,10097,42.857142857142854
34b284143d79,nemotron-3-nano-30b-cloud,55,,baseline_flagship,allowed,True,signal_game,medium,vanilla,9,108.0,108.0,True,True,9.0,209,8806,25.0
fea0f808dc55,nemotron-3-nano-30b-cloud,51,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,179.0,179.0,True,False,,320,3556,25.0
3684e0499d46,nemotron-3-nano-30b-cloud,48,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,1470.0,1370.0,True,False,,323,3256,100.0
12910deb0623,nemotron-3-nano-30b-cloud,44,,true_baseline,allowed,True,signal_game,medium,vanilla,15,30.0,30.0,True,False,,333,5825,25.0
c998982d0b26,nemotron-3-nano-30b-cloud,62,,flagship_corruption,allowed,True,signal_game,medium,vanilla,3,133.0,133.0,True,True,3.0,72,2444,75.0
0f1978c525a4,nemotron-3-nano-30b-cloud,64,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,150.0,140.0,True,False,,257,6949,60.0
16e7e1971344,nemotron-3-nano-30b-cloud,65,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,888.0,788.0,True,False,,342,3790,50.0
03e1a519b80f,nemotron-3-nano-30b-cloud,66,,true_baseline,allowed,True,signal_game,medium,vanilla,15,110.0,100.0,True,False,,341,6396,50.0
99443e7b701c,nemotron-3-nano-30b-cloud,61,,true_baseline,allowed,True,signal_game,medium,vanilla,15,130.0,120.0,True,False,,333,8351,50.0
8dfae77253b8,nemotron-3-nano-30b-cloud,59,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,850.0,750.0,True,False,,320,4734,50.0
3a5245c52a09,nemotron-3-nano-30b-cloud,57,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,60.0,60.0,True,False,,252,2556,75.0
001bdc675f54,nemotron-3-nano-30b-cloud,58,,baseline_flagship,allowed,True,signal_game,medium,vanilla,3,127.0,127.0,True,True,3.0,74,5097,50.0
5022160cbf7f,nemotron-3-nano-30b-cloud,61,,flagship_corruption,allowed,True,signal_game,medium,vanilla,3,30.0,30.0,True,True,3.0,75,3662,50.0
be110c8aef32,nemotron-3-nano-30b-cloud,64,,true_baseline,allowed,True,signal_game,medium,vanilla,9,60.0,60.0,True,True,9.0,207,4813,25.0
1295bc5cd806,nemotron-3-nano-30b-cloud,62,,true_baseline,allowed,True,signal_game,medium,vanilla,15,50.0,50.0,True,False,,333,8143,25.0
d01823c20961,nemotron-3-nano-30b-cloud,59,,baseline_flagship,allowed,True,signal_game,medium,vanilla,1,30.0,30.0,True,True,1.0,29,1263,
e0681a04f315,nemotron-3-nano-30b-cloud,65,,baseline_flagship,allowed,True,signal_game,medium,vanilla,1,30.0,30.0,True,True,1.0,28,2117,
e73138f6b3b2,nemotron-3-nano-30b-cloud,63,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,58.0,58.0,True,False,,315,3946,25.0
9789e831c872,nemotron-3-nano-30b-cloud,70,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,40.0,40.0,True,False,,252,8266,23.333333333333332
425ea792d8df,nemotron-3-nano-30b-cloud,69,,baseline_flagship,allowed,True,signal_game,medium,vanilla,7,30.0,30.0,True,True,7.0,161,8980,20.833333333333332
3395b83be6e5,nemotron-3-nano-30b-cloud,65,,true_baseline,allowed,True,signal_game,medium,vanilla,15,130.0,120.0,True,False,,342,5265,50.0
59bd07d6fcef,nemotron-3-nano-30b-cloud,70,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,244.0,244.0,True,False,,339,3570,25.0
e87e530e8de4,nemotron-3-nano-30b-cloud,66,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,707.0,607.0,True,False,,341,4679,50.0
020695cefc8a,nemotron-3-nano-30b-cloud,71,,baseline_flagship,allowed,True,signal_game,medium,vanilla,15,30.0,30.0,True,False,,334,12386,25.0
c9bfdb3da69f,nemotron-3-nano-30b-cloud,60,,flagship_corruption,allowed,True,signal_game,medium,vanilla,6,60.0,60.0,True,True,6.0,142,5160,25.0
0c3be5bf01ff,nemotron-3-nano-30b-cloud,72,,baseline_flagship,allowed,True,signal_game,medium,vanilla,3,108.0,108.0,True,True,3.0,75,4418,25.0
b5a2b34a8450,nemotron-3-nano-30b-cloud,68,,baseline_flagship,allowed,True,signal_game,medium,vanilla,6,208.0,208.0,True,True,6.0,143,4264,50.0
9c2fe645af40,nemotron-3-nano-30b-cloud,57,,true_baseline,allowed,True,signal_game,medium,vanilla,15,40.0,40.0,True,False,,340,5457,25.0
1371a9318db0,nemotron-3-nano-30b-cloud,64,,baseline_flagship,allowed,True,signal_game,medium,vanilla,5,306.0,306.0,True,True,5.0,120,3575,50.0
d1c44b7f7eb5,nemotron-3-nano-30b-cloud,62,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,99.0,99.0,True,False,,334,4445,25.0
3afe80b53e3b,nemotron-3-nano-30b-cloud,59,,true_baseline,allowed,True,signal_game,medium,vanilla,15,80.0,80.0,True,False,,306,40519,35.0
77a076290e50,nemotron-3-nano-30b-cloud,63,,true_baseline,allowed,True,signal_game,medium,vanilla,15,40.0,40.0,True,False,,315,5839,25.0
291ebf1580bf,nemotron-3-nano-30b-cloud,58,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,996.0,896.0,True,False,,334,4332,50.0
f5a9f064a509,nemotron-3-nano-30b-cloud,67,,baseline_flagship,allowed,True,signal_game,medium,vanilla,10,108.0,108.0,True,True,10.0,230,8107,25.0
d3cd3c143b51,nemotron-3-nano-30b-cloud,66,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,30.0,30.0,True,False,,320,7956,48.333333333333336
80c7517e0325,nemotron-3-nano-30b-cloud,64,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,1482.0,1382.0,True,False,,319,3767,100.0
6b9fc5eb5bd7,nemotron-3-nano-30b-cloud,58,,true_baseline,allowed,True,signal_game,medium,vanilla,15,150.0,140.0,True,False,,334,6158,50.0
e234efd37100,nemotron-3-nano-30b-cloud,68,,flagship_corruption,allowed,True,signal_game,medium,vanilla,2,30.0,30.0,True,True,2.0,50,4314,75.0
84fc6f508c20,nemotron-3-nano-30b-cloud,57,,flagship_corruption,allowed,True,signal_game,medium,vanilla,7,30.0,30.0,True,True,7.0,167,5587,25.0
fe6f19d35bc5,nemotron-3-nano-30b-cloud,71,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,30.0,30.0,True,False,,259,2635,25.0
11c4f610a3d7,nemotron-3-nano-30b-cloud,70,,flagship_corruption,allowed,True,signal_game,medium,vanilla,8,208.0,208.0,True,True,8.0,187,5915,25.0
e186b72d9027,nemotron-3-nano-30b-cloud,59,,flagship_corruption,allowed,True,signal_game,medium,vanilla,6,169.0,169.0,True,True,6.0,143,4916,50.0
2cd7df887ddf,nemotron-3-nano-30b-cloud,61,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,973.0,873.0,True,False,,333,4669,50.0
6b50553b2b99,nemotron-3-nano-30b-cloud,69,,flagship_corruption,allowed,True,signal_game,medium,vanilla,3,30.0,30.0,True,True,3.0,73,2254,25.0
4c24e2f88c18,nemotron-3-nano-30b-cloud,64,,flagship_corruption,allowed,True,signal_game,medium,vanilla,1,30.0,30.0,True,True,1.0,28,788,
d84b7ea8f6ed,nemotron-3-nano-30b-cloud,61,,baseline_flagship,allowed,True,signal_game,medium,vanilla,2,30.0,30.0,True,True,2.0,52,2367,50.0
3e0a1fb98d6a,nemotron-3-nano-30b-cloud,70,,baseline_flagship,allowed,True,signal_game,medium,vanilla,2,108.0,108.0,True,True,2.0,49,1496,50.0
2bc5e64d602f,nemotron-3-nano-30b-cloud,63,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,60.0,60.0,True,False,,240,6704,1.6666666666666667
5c6602e8dcee,nemotron-3-nano-30b-cloud,60,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,50.0,50.0,True,False,,265,2760,25.0
97ae5f78f156,nemotron-3-nano-30b-cloud,59,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,110.0,110.0,True,False,,261,3456,50.0
42e03a1a71b4,nemotron-3-nano-30b-cloud,68,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,1108.0,1008.0,True,False,,336,3917,50.0
33f9c0fc253c,nemotron-3-nano-30b-cloud,68,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,1025.0,925.0,True,False,,336,3645,50.0
0471569f18eb,nemotron-3-nano-30b-cloud,62,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,106.0,106.0,True,False,,333,5010,25.0
22e96e8a7bd1,nemotron-3-nano-30b-cloud,72,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,208.0,208.0,True,False,,333,3497,25.0
874c279d463c,nemotron-3-nano-30b-cloud,58,,flagship_corruption,allowed,True,signal_game,medium,vanilla,8,366.0,366.0,True,True,8.0,175,4885,25.0
c1f1c81c13cf,nemotron-3-nano-30b-cloud,65,,flagship_corruption,allowed,True,signal_game,medium,vanilla,3,54.0,54.0,True,True,3.0,75,3027,50.0
f486366954ee,nemotron-3-nano-30b-cloud,67,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,70.0,70.0,True,False,,244,2126,75.0
ede9f33133c7,nemotron-3-nano-30b-cloud,68,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,140.0,130.0,True,False,,261,2992,50.0
36d5d80a1b84,nemotron-3-nano-30b-cloud,71,,flagship_corruption,allowed,True,signal_game,medium,vanilla,4,30.0,30.0,True,True,4.0,97,2916,25.0
54acfa0995c8,nemotron-3-nano-30b-cloud,69,,true_baseline,allowed,True,signal_game,medium,vanilla,15,100.0,100.0,True,False,,322,4870,75.0
a263c47432b4,nemotron-3-nano-30b-cloud,57,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,56.0,56.0,True,False,,340,3639,25.0
98894d7aadfa,nemotron-3-nano-30b-cloud,67,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,108.0,108.0,True,False,,335,3730,25.0
4a92d0d1b0c3,nemotron-3-nano-30b-cloud,69,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,208.0,208.0,True,False,,333,4375,25.0
313e1d83cbe5,nemotron-3-nano-30b-cloud,72,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,50.0,50.0,True,False,,259,2131,25.0
4d068134fcab,nemotron-3-nano-30b-cloud,63,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,278.0,278.0,True,False,,334,3536,0.0
96a7aeb09d75,nemotron-3-nano-30b-cloud,71,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,30.0,30.0,True,False,,334,4137,25.0
6e48b7d75c52,nemotron-3-nano-30b-cloud,63,,flagship_corruption,allowed,True,signal_game,medium,vanilla,15,55.0,55.0,True,False,,315,9838,23.333333333333332
2ab3b707e722,nemotron-3-nano-30b-cloud,62,,baseline_flagship,allowed,True,signal_game,medium,vanilla,5,158.0,158.0,True,True,5.0,119,4492,25.0
5feb315e7001,nemotron-3-nano-30b-cloud,66,,flagship_corruption,allowed,True,signal_game,medium,vanilla,1,30.0,30.0,True,True,1.0,30,700,
bd3e3c416d2b,nemotron-3-nano-30b-cloud,62,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,50.0,50.0,True,False,,258,2805,25.0
a8d7c8019e3b,nemotron-3-nano-30b-cloud,65,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,130.0,120.0,True,False,,267,2338,50.0
010a3cdc7063,nemotron-3-nano-30b-cloud,57,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,54.0,54.0,True,False,,340,4505,25.0
39795a2a0059,nemotron-3-nano-30b-cloud,67,,true_baseline,allowed,True,signal_game,medium,vanilla,15,40.0,40.0,True,False,,335,6686,25.0
a71286301ba6,nemotron-3-nano-30b-cloud,69,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,691.0,691.0,True,False,,322,3744,75.0
823bb467cf42,nemotron-3-nano-30b-cloud,61,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,1008.0,908.0,True,False,,333,5224,50.0
2bdf09ebb81f,nemotron-3-nano-30b-cloud,66,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,110.0,100.0,True,False,,266,3852,50.0
3c44747fe46a,nemotron-3-nano-30b-cloud,68,,true_baseline,allowed,True,signal_game,medium,vanilla,15,140.0,130.0,True,False,,336,5891,50.0
f4d2c7214824,nemotron-3-nano-30b-cloud,60,,true_baseline,allowed,True,signal_game,medium,vanilla,15,50.0,50.0,True,False,,340,5531,25.0
dc6df79693d6,nemotron-3-nano-30b-cloud,58,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,180.0,170.0,True,False,,243,3564,95.0
fcb50941daf8,nemotron-3-nano-30b-cloud,72,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,608.0,508.0,True,False,,321,3294,75.0
903040e02771,nemotron-3-nano-30b-cloud,67,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,408.0,408.0,True,False,,319,4124,75.0
92c67af3db81,nemotron-3-nano-30b-cloud,70,,true_baseline,allowed,True,signal_game,medium,vanilla,13,60.0,60.0,True,True,13.0,300,5340,25.0
cc43b67a9701,nemotron-3-nano-30b-cloud,63,,baseline_flagship,allowed,True,signal_game,medium,vanilla,14,108.0,108.0,True,True,14.0,301,11142,25.0
d998df6634ee,nemotron-3-nano-30b-cloud,64,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,1161.0,1061.0,True,False,,335,4860,50.0
eacd0c1ac3a3,nemotron-3-nano-30b-cloud,58,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,349.0,251.0,True,False,,341,6056,3.3333333333333335
be289860b45d,nemotron-3-nano-30b-cloud,61,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,100.0,100.0,True,False,,246,6179,50.0
fc5a586a0eda,nemotron-3-nano-30b-cloud,60,,baseline_flagship,allowed,True,signal_game,medium,vanilla,10,96.0,96.0,True,True,10.0,234,9412,25.0
