session_id,cell_id,framing,forfeit_condition,forfeited,mean_stake,safe_rate,discovery_turn,gap_to_forfeit,ri_ratio,ri_pre_discovery,ri_post_discovery
486b939f0230,,baseline_flagship,allowed,True,,,,,,0,0
e87103ad32fa,,flagship_corruption,not_allowed,False,,,3.0,,2.9166997538314936,12593,36730
0a50d2fe3938,,baseline_flagship,not_allowed,False,,,3.0,,4.024103468547913,15309,61605
b16b7d5c27cb,,true_baseline,allowed,False,,,6.0,,0.7273516273133376,39175,28494
dd9e5c1e9676,,true_baseline,allowed,False,,,4.0,,1.5807933606678852,20243,32000
7d59bf879776,,true_baseline,allowed,False,,,6.0,,1.117561111368802,43118,48187
72aad263d572,,true_baseline,allowed,False,,,1.0,,6.623737995567594,4061,26899
8110db65e475,,baseline_flagship,allowed,True,,,,,,0,0
7ede5043de1c,,true_baseline,allowed,False,,,4.0,,1.3756077795786061,27148,37345
3db133c5e988,,baseline_flagship,not_allowed,False,,,4.0,,1.3302818022607865,25124,33422
995bcd9f776a,,flagship_corruption,not_allowed,False,,,4.0,,1.7855955966351647,19258,34387
085e23c67861,,flagship_corruption,allowed,True,,,,,,0,0
1bca2c9a21be,,true_baseline,allowed,False,,,6.0,,0.5380485330176714,47308,25454
36adfd9a51fe,,baseline_flagship,allowed,True,,,,,,0,0
cbd3c19dd7dd,,baseline_flagship,not_allowed,False,,,4.0,,2.0408880370547835,18783,38334
7fdfbb7234fb,,flagship_corruption,allowed,True,,,,,,0,0
563a2d80a4ff,,true_baseline,allowed,False,,,4.0,,1.6581263702103988,30561,50674
4b01ad327a34,,flagship_corruption,allowed,True,,,,,,0,0
0d42356a4e7f,,flagship_corruption,not_allowed,False,,,6.0,,0.7355255600229753,34820,25611
84b42fe353c7,,baseline_flagship,not_allowed,False,,,2.0,,4.277271471969069,10863,46464
b594e34fb198,,true_baseline,allowed,False,,,6.0,,0.6803166178623719,43712,29738
4a4fd677fe05,0.0,true_baseline,not_allowed,False,,,6.0,,0.46237635194950155,25981,12013
56947d94c285,,true_baseline,allowed,False,,,3.0,,2.4270964931387495,22955,55714
d84c31a451f4,,baseline_flagship,not_allowed,False,,,1.0,,3.3132994568074294,5707,18909
01004abdb566,,flagship_corruption,not_allowed,False,,,4.0,,1.3670495520612616,26901,36775
78e01761c991,,flagship_corruption,allowed,True,,,,,,0,0
cf14e704e5ad,,baseline_flagship,allowed,True,,,,,,0,0
f762628c77ea,,baseline_flagship,allowed,True,,,,,,0,0
2bec098af754,0.0,true_baseline,not_allowed,False,,,7.0,,0.4997831931315584,23062,11526
fb8f73c4dbf7,,flagship_corruption,not_allowed,False,,,6.0,,0.7787770374503561,30467,23727
fea4580b14f9,,flagship_corruption,not_allowed,False,,,5.0,,1.2237525117213663,23888,29233
effde0a27432,0.0,true_baseline,not_allowed,False,,,1.0,,2.8907254361799817,5445,15740
2328bf381144,,baseline_flagship,allowed,True,,,,,,0,0
1976b9f8ba67,,true_baseline,allowed,False,,,11.0,,0.38670260146632257,43783,16931
fa997086cf8b,,baseline_flagship,not_allowed,False,,,1.0,,5.313810431467683,5771,30666
db860061d472,,flagship_corruption,allowed,True,,,,,,0,0
56bb2a47f801,,baseline_flagship,not_allowed,False,,,4.0,,2.2896110056925996,12648,28959
f6ae0ccbbb6a,,baseline_flagship,not_allowed,False,,,2.0,,4.70531547981335,9858,46385
c9d138b5d83f,,baseline_flagship,not_allowed,False,,,11.0,,0.2296404591726229,55404,12723
b4577a5c11ea,,flagship_corruption,not_allowed,False,,,4.0,,1.3051692127292271,30701,40070
1d0a4d039d49,,baseline_flagship,not_allowed,False,,,6.0,,0.49839143718511625,49423,24632
87c229910ff6,,true_baseline,allowed,False,,,9.0,,0.37483917246404863,87827,32921
