session_id,model,seed,cell_id,framing,forfeit_condition,forfeit_allowed,task_name,difficulty,agent_type,n_turns,final_score,penultimate_score,survived,forfeited,forfeited_at_turn,total_tokens_sum,thinking_tokens_sum,mean_rule_match_score
5e622fefa88d,gemini-2.5-flash,54,,baseline_flagship,allowed,True,signal_game,medium,vanilla,7,517.0,517.0,True,True,7.0,147,19542,100.0
ca362ab03f2a,gemini-2.5-flash,44,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,1045.0,945.0,True,False,,324,31242,88.33333333333333
db9677d56d01,gemini-2.5-flash,57,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,1239.0,1139.0,True,False,,301,25443,96.66666666666667
809f877b6eb4,gemini-2.5-flash,62,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,1150.0,1050.0,True,False,,324,27191,90.0
8497dd42ef39,gemini-2.5-flash,53,,flagship_corruption,allowed,True,signal_game,medium,vanilla,1,30.0,30.0,True,True,1.0,27,8297,
ccbf6eb72bec,gemini-2.5-flash,70,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,1163.0,1063.0,True,False,,305,32236,95.0
d9dd1d0d8977,gemini-2.5-flash,49,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,1199.0,1099.0,True,False,,322,42068,95.0
03af879b7d2e,gemini-2.5-flash,44,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,170.0,160.0,True,False,,246,22860,96.66666666666667
c41c8910ff5c,gemini-2.5-flash,67,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,160.0,150.0,True,False,,267,26573,91.66666666666667
ed3174a12d80,gemini-2.5-flash,53,,baseline_flagship,allowed,True,signal_game,medium,vanilla,6,289.0,289.0,True,True,6.0,127,13921,100.0
51db30105065,gemini-2.5-flash,47,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,1162.0,1062.0,True,False,,1871,31723,96.66666666666667
3fb06fe3aefc,gemini-2.5-flash,57,,baseline_flagship,allowed,True,signal_game,medium,vanilla,11,544.0,544.0,True,True,11.0,235,51661,82.5
d317c3351eb9,gemini-2.5-flash,51,,flagship_corruption,allowed,True,signal_game,medium,vanilla,5,342.0,342.0,True,True,5.0,122,15114,100.0
05434b45caab,gemini-2.5-flash,51,,baseline_flagship,allowed,True,signal_game,medium,vanilla,6,347.0,347.0,True,True,6.0,143,22913,95.0
48d67bce0c9b,gemini-2.5-flash,63,,baseline_flagship,allowed,True,signal_game,medium,vanilla,3,77.0,77.0,True,True,3.0,71,15326,50.0
7aed3632ea66,gemini-2.5-flash,54,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,180.0,170.0,True,False,,225,9616,100.0
760f33a3efb8,gemini-2.5-flash,61,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,170.0,160.0,True,False,,244,26979,96.66666666666667
1411207678d5,gemini-2.5-flash,52,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,170.0,160.0,True,False,,246,22452,98.33333333333333
0d319daeee93,gemini-2.5-flash,58,,baseline_flagship,allowed,True,signal_game,medium,vanilla,7,490.0,490.0,True,True,7.0,158,32170,95.83333333333333
41c0620d52dd,gemini-2.5-flash,64,,baseline_flagship,allowed,True,signal_game,medium,vanilla,10,322.0,322.0,True,True,10.0,233,63744,63.888888888888886
e3a606d3a815,gemini-2.5-flash,56,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,952.0,852.0,True,False,,310,26501,88.33333333333333
921503c15f96,gemini-2.5-flash,68,,baseline_flagship,allowed,True,signal_game,medium,vanilla,8,368.0,368.0,True,True,8.0,184,36729,82.14285714285714
44ac123a3fd2,gemini-2.5-flash,54,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,1468.0,1368.0,True,False,,300,17375,100.0
6d8fc6ef5748,gemini-2.5-flash,50,,flagship_corruption,allowed,True,signal_game,medium,vanilla,1,30.0,30.0,True,True,1.0,29,7192,
5c41cc13dd40,gemini-2.5-flash,49,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,170.0,160.0,True,False,,250,20004,98.33333333333333
15c59048f0fc,gemini-2.5-flash,59,,baseline_flagship,allowed,True,signal_game,medium,vanilla,8,510.0,510.0,True,True,8.0,179,32858,96.42857142857143
4b3dac0426f6,gemini-2.5-flash,46,,flagship_corruption,allowed,True,signal_game,medium,vanilla,6,172.0,172.0,True,True,6.0,131,32525,75.0
e31627685d3b,gemini-2.5-flash,50,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,1131.0,1031.0,True,False,,324,32263,95.0
2970dc072036,gemini-2.5-flash,55,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,1396.0,1296.0,True,False,,345,15511,100.0
c1380383f9f5,gemini-2.5-flash,60,,baseline_flagship,allowed,True,signal_game,medium,vanilla,7,304.0,304.0,True,True,7.0,151,34901,79.16666666666667
899e36987c63,gemini-2.5-flash,70,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,160.0,150.0,True,False,,230,32778,93.33333333333333
0c85e409faf7,gemini-2.5-flash,69,,baseline_flagship,allowed,True,signal_game,medium,vanilla,9,504.0,504.0,True,True,9.0,204,33859,90.625
352ad4aae6b0,gemini-2.5-flash,52,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,1214.0,1114.0,True,False,,321,28393,98.33333333333333
a77232eecb07,gemini-2.5-flash,59,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,1427.0,1327.0,True,False,,320,14175,100.0
e390333ed551,gemini-2.5-flash,44,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,969.0,869.0,True,False,,328,45310,80.0
0ffc07e8ab05,gemini-2.5-flash,70,,baseline_flagship,allowed,True,signal_game,medium,vanilla,14,670.0,670.0,True,True,14.0,298,59401,69.23076923076923
18f8d61acf3b,gemini-2.5-flash,67,,flagship_corruption,allowed,True,signal_game,medium,vanilla,6,198.0,198.0,True,True,6.0,142,33975,75.0
dcc26871bafc,gemini-2.5-flash,53,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,1077.0,977.0,True,False,,308,21208,90.0
50740116f4e5,gemini-2.5-flash,56,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,1399.0,1299.0,True,False,,300,15160,100.0
cd6421a118d2,gemini-2.5-flash,65,,baseline_flagship,allowed,True,signal_game,medium,vanilla,3,102.0,102.0,True,True,3.0,71,10050,75.0
c40bdb6f538a,gemini-2.5-flash,72,,flagship_corruption,allowed,True,signal_game,medium,vanilla,6,117.0,117.0,True,True,6.0,142,35013,65.0
d214d672f041,gemini-2.5-flash,44,,baseline_flagship,allowed,True,signal_game,medium,vanilla,3,77.0,77.0,True,True,3.0,72,24019,50.0
7508374a5d85,gemini-2.5-flash,57,,flagship_corruption,allowed,True,signal_game,medium,vanilla,3,77.0,77.0,True,True,3.0,72,16938,50.0
ffc4c4bd082f,gemini-2.5-flash,57,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,150.0,140.0,True,False,,233,32588,88.33333333333333
488d76645348,gemini-2.5-flash,72,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,1048.0,948.0,True,False,,326,31191,88.33333333333333
0e5e88f9fc50,gemini-2.5-flash,58,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,1472.0,1372.0,True,False,,318,13256,100.0
c0445bfd9337,gemini-2.5-flash,56,,flagship_corruption,allowed,True,signal_game,medium,vanilla,1,30.0,30.0,True,True,1.0,28,3124,
579f43a98384,gemini-2.5-flash,53,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,1144.0,1044.0,True,False,,308,27154,90.0
564821ca245c,gemini-2.5-flash,62,,baseline_flagship,allowed,True,signal_game,medium,vanilla,8,364.0,364.0,True,True,8.0,183,35317,78.57142857142857
a285c910070a,gemini-2.5-flash,46,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,1128.0,1028.0,True,False,,319,34532,91.66666666666667
5cd74b899f45,gemini-2.5-flash,59,0.0,true_baseline,not_allowed,False,signal_game,medium,vanilla,15,170.0,160.0,True,False,,247,26691,98.33333333333333
f0da0eb55797,gemini-2.5-flash,45,,flagship_corruption,allowed,True,signal_game,medium,vanilla,8,405.0,405.0,True,True,8.0,179,41538,82.14285714285714
b9839e5912e2,gemini-2.5-flash,68,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,1243.0,1143.0,True,False,,323,29449,96.66666666666667
141225bf0022,gemini-2.5-flash,68,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,1106.0,1006.0,True,False,,327,29077,91.66666666666667
3092f5cb0d9c,gemini-2.5-flash,67,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,1208.0,1108.0,True,False,,342,32016,91.66666666666667
29dc7dcf9d6c,gemini-2.5-flash,43,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,1043.0,943.0,True,False,,308,26118,86.66666666666667
cda36fccaf0e,gemini-2.5-flash,58,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,1482.0,1382.0,True,False,,318,33522,100.0
5d671a054ee8,gemini-2.5-flash,59,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,1465.0,1365.0,True,False,,320,20841,100.0
a38073639783,gemini-2.5-flash,71,,baseline_flagship,not_allowed,False,signal_game,medium,vanilla,15,1203.0,1103.0,True,False,,342,31807,91.66666666666667
098f0f5cf224,gemini-2.5-flash,57,,flagship_corruption,not_allowed,False,signal_game,medium,vanilla,15,1154.0,1054.0,True,False,,308,39018,88.33333333333333
a8cebbfb1adb,gemini-2.5-flash,52,,true_baseline,allowed,True,signal_game,medium,vanilla,15,170.0,160.0,True,False,,321,40263,98.33333333333333
929e5de10a20,gemini-2.5-flash,70,,true_baseline,allowed,True,signal_game,medium,vanilla,15,160.0,150.0,True,False,,305,42515,95.0
59be8f109b0f,gemini-2.5-flash,44,,true_baseline,allowed,True,signal_game,medium,vanilla,15,160.0,150.0,True,False,,323,52551,95.0
186b85f07fc9,gemini-2.5-flash,61,,true_baseline,allowed,True,signal_game,medium,vanilla,15,170.0,160.0,True,False,,319,43874,96.66666666666667
9d4ca051ef45,gemini-2.5-flash,45,,true_baseline,allowed,True,signal_game,medium,vanilla,15,150.0,140.0,True,False,,319,51071,88.33333333333333
71ff7f6b34f7,gemini-2.5-flash,72,,true_baseline,allowed,True,signal_game,medium,vanilla,15,150.0,140.0,True,False,,326,59184,88.33333333333333
623595999f07,gemini-2.5-flash,53,,true_baseline,allowed,True,signal_game,medium,vanilla,15,180.0,170.0,True,False,,300,19181,100.0
cfee0b1fbae2,gemini-2.5-flash,60,,true_baseline,allowed,True,signal_game,medium,vanilla,15,170.0,160.0,True,False,,300,44366,96.66666666666667
1be149be24ce,gemini-2.5-flash,50,,true_baseline,allowed,True,signal_game,medium,vanilla,15,170.0,160.0,True,False,,326,39858,98.33333333333333
d438f702103b,gemini-2.5-flash,66,,true_baseline,allowed,True,signal_game,medium,vanilla,15,150.0,140.0,True,False,,320,55571,91.66666666666667
34a558ae3a82,gemini-2.5-flash,57,,true_baseline,allowed,True,signal_game,medium,vanilla,15,160.0,150.0,True,False,,305,48387,91.66666666666667
581dad128e7a,gemini-2.5-flash,59,,true_baseline,allowed,True,signal_game,medium,vanilla,15,180.0,170.0,True,False,,320,17322,100.0
01804f2d34ee,gemini-2.5-flash,68,,true_baseline,allowed,True,signal_game,medium,vanilla,15,150.0,140.0,True,False,,328,66572,85.0
1b446c2198b8,gemini-2.5-flash,62,,true_baseline,allowed,True,signal_game,medium,vanilla,15,160.0,150.0,True,False,,324,50329,90.0
c662acdfe606,gemini-2.5-flash,58,,true_baseline,allowed,True,signal_game,medium,vanilla,15,180.0,170.0,True,False,,318,16087,100.0
c38ee218966b,gemini-2.5-flash,46,,true_baseline,allowed,True,signal_game,medium,vanilla,2,30.0,30.0,True,True,2.0,48,9658,25.0
89377ccc7c1b,gemini-2.5-flash,48,,true_baseline,allowed,True,signal_game,medium,vanilla,15,180.0,170.0,True,False,,323,19451,100.0
91a2ed1df017,gemini-2.5-flash,69,,true_baseline,allowed,True,signal_game,medium,vanilla,15,160.0,150.0,True,False,,1277,48064,95.0
9ac502a78b6b,gemini-2.5-flash,55,,true_baseline,allowed,True,signal_game,medium,vanilla,15,160.0,150.0,True,False,,340,44714,95.0
9b7b71037959,gemini-2.5-flash,51,,true_baseline,allowed,True,signal_game,medium,vanilla,15,170.0,160.0,True,False,,343,40000,98.33333333333333
c0c949bb4fd0,gemini-2.5-flash,54,,true_baseline,allowed,True,signal_game,medium,vanilla,15,180.0,170.0,True,False,,300,17741,100.0
76e9d99da719,gemini-2.5-flash,64,,true_baseline,allowed,True,signal_game,medium,vanilla,15,160.0,150.0,True,False,,324,48760,91.66666666666667
f8e0bfbed605,gemini-2.5-flash,49,,true_baseline,allowed,True,signal_game,medium,vanilla,15,170.0,160.0,True,False,,325,38616,98.33333333333333
e179ab1bb7cd,gemini-2.5-flash,63,,true_baseline,allowed,True,signal_game,medium,vanilla,15,150.0,140.0,True,False,,323,53483,88.33333333333333
2e1fe827ced6,gemini-2.5-flash,65,,true_baseline,allowed,True,signal_game,medium,vanilla,15,150.0,140.0,True,False,,319,43749,90.0
