session_id,cell_id,framing,forfeit_condition,forfeited,mean_stake,safe_rate,discovery_turn,gap_to_forfeit,ri_ratio,ri_pre_discovery,ri_post_discovery
f0da0eb55797,,flagship_corruption,allowed,True,,,4.0,4.0,1.4105153203342617,17232,24306
b9839e5912e2,,flagship_corruption,not_allowed,False,,,2.0,,3.771386908619572,6172,23277
141225bf0022,,baseline_flagship,not_allowed,False,,,4.0,,2.3696836249855138,8629,20448
3092f5cb0d9c,,baseline_flagship,not_allowed,False,,,4.0,,2.013837898898616,10623,21393
29dc7dcf9d6c,,baseline_flagship,not_allowed,False,,,7.0,,0.7162570640031541,15218,10900
cda36fccaf0e,,flagship_corruption,not_allowed,False,,,1.0,,13.78042328042328,2268,31254
5d671a054ee8,,flagship_corruption,not_allowed,False,,,1.0,,6.799775449101796,2672,18169
a38073639783,,baseline_flagship,not_allowed,False,,,4.0,,2.0604252862503607,10393,21414
098f0f5cf224,,flagship_corruption,not_allowed,False,,,6.0,,1.2173097687105756,17597,21421
a8cebbfb1adb,,true_baseline,allowed,False,,,2.0,,4.557349896480331,7245,33018
929e5de10a20,,true_baseline,allowed,False,,,4.0,,2.197337745356095,13297,29218
59be8f109b0f,,true_baseline,allowed,False,,,4.0,,1.6548954228554107,19794,32757
186b85f07fc9,,true_baseline,allowed,False,,,2.0,,5.450161717142017,6802,37072
9d4ca051ef45,,true_baseline,allowed,False,,,6.0,,1.4695841392649904,20680,30391
71ff7f6b34f7,,true_baseline,allowed,False,,,6.0,,1.3777268892370735,24891,34293
623595999f07,,true_baseline,allowed,False,,,1.0,,5.85770468358956,2797,16384
cfee0b1fbae2,,true_baseline,allowed,False,,,2.0,,6.70376801528043,5759,38607
1be149be24ce,,true_baseline,allowed,False,,,2.0,,3.0444444444444443,9855,30003
d438f702103b,,true_baseline,allowed,False,,,6.0,,1.015706046646596,27569,28002
34a558ae3a82,,true_baseline,allowed,False,,,4.0,,2.5736336779911375,13540,34847
581dad128e7a,,true_baseline,allowed,False,,,1.0,,7.901336073997944,1946,15376
01804f2d34ee,,true_baseline,allowed,False,,,5.0,,1.8815305371596762,23103,43469
1b446c2198b8,,true_baseline,allowed,False,,,7.0,,0.7966942738826217,28012,22317
c662acdfe606,,true_baseline,allowed,False,,,1.0,,13.2236958443855,1131,14956
c38ee218966b,,true_baseline,allowed,True,,,,,,0,0
89377ccc7c1b,,true_baseline,allowed,False,,,1.0,,3.1659884343542513,4669,14782
91a2ed1df017,,true_baseline,allowed,False,,,4.0,,1.4863690445398583,19331,28733
9ac502a78b6b,,true_baseline,allowed,False,,,4.0,,2.4435117443203698,12985,31729
9b7b71037959,,true_baseline,allowed,False,,,2.0,,3.825672578115575,8289,31711
c0c949bb4fd0,,true_baseline,allowed,False,,,1.0,,4.6302761028245,3151,14590
76e9d99da719,,true_baseline,allowed,False,,,4.0,,2.3995677333891097,14343,34417
f8e0bfbed605,,true_baseline,allowed,False,,,2.0,,3.3722826086956523,8832,29784
e179ab1bb7cd,,true_baseline,allowed,False,,,6.0,,1.496289381563594,21425,32058
2e1fe827ced6,,true_baseline,allowed,False,,,7.0,,1.1428781347962382,20416,23333
6a01eef30484,,true_baseline,allowed,False,,,7.0,,0.7602899128931445,30078,22868
da804dc145c7,,true_baseline,allowed,False,,,4.0,,2.76093969724543,12089,33377
90ceb77d21f3,,true_baseline,allowed,False,,,4.0,,2.345248749670966,18995,44548
294d434cafe3,,true_baseline,allowed,False,,,2.0,,5.500074393691415,6721,36966
6cda9acfef02,,true_baseline,allowed,False,,,5.0,,2.4155291255575078,14798,35745
