session_id,cell_id,framing,forfeit_condition,forfeited,mean_stake,safe_rate,discovery_turn,gap_to_forfeit,ri_ratio,ri_pre_discovery,ri_post_discovery
47c364ab846c,,true_baseline,allowed,True,,,,,,0,0
2b5602b6f469,,flagship_corruption,not_allowed,False,,,8.0,,0.972733469665985,17604,17124
8435b7346ee3,,flagship_corruption,not_allowed,False,,,14.0,,0.21550094517958412,22747,4902
46995ab3493e,,flagship_corruption,allowed,True,,,1.0,5.0,2.717171717171717,891,2421
b27cb9282932,,baseline_flagship,not_allowed,False,,,14.0,,0.1329103448275862,18125,2409
626f4193eab4,,true_baseline,allowed,True,,,,,,0,0
9787b7e571a8,0.0,true_baseline,not_allowed,False,,,9.0,,0.8342764753435732,11133,9288
715c7ec7851c,0.0,true_baseline,not_allowed,False,,,1.0,,8.909747292418773,277,2468
7288588aeac8,,baseline_flagship,not_allowed,False,,,7.0,,4.0700132100396305,4542,18486
768f4ec343ca,,flagship_corruption,allowed,True,,,,,,0,0
6fa433cb0ae8,0.0,true_baseline,not_allowed,False,,,9.0,,0.7385146177592156,5507,4067
4211a8487e20,,baseline_flagship,allowed,True,,,1.0,4.0,4.715447154471545,492,2320
dc53891d3998,,baseline_flagship,allowed,True,,,,,,0,0
a7961ccb6c61,,true_baseline,allowed,False,,,,,,0,0
5ce3fd04641d,,baseline_flagship,not_allowed,False,,,14.0,,0.09054231563145056,10658,965
dd5f3458e573,,baseline_flagship,not_allowed,False,,,12.0,,0.5797311671985301,10341,5995
1b9a64971aca,,true_baseline,allowed,False,,,1.0,,8.046979865771812,596,4796
6fe4541ff738,,flagship_corruption,not_allowed,False,,,12.0,,0.298989898989899,16335,4884
e5f42e94753c,0.0,true_baseline,not_allowed,False,,,10.0,,1.1005788025429357,10539,11599
09d598387f73,,baseline_flagship,allowed,True,,,,,,0,0
4d1d8517fec0,,baseline_flagship,allowed,True,,,,,,0,0
111bfda0361d,0.0,true_baseline,not_allowed,False,,,6.0,,2.1663816689466486,5848,12669
21b05c87c0b8,,baseline_flagship,allowed,True,,,1.0,5.0,5.214783821478382,717,3739
74e19f98ea75,,flagship_corruption,allowed,True,,,,,,0,0
1a3612471044,0.0,true_baseline,not_allowed,False,,,1.0,,8.421333333333333,375,3158
40b9e7963a31,,flagship_corruption,not_allowed,False,,,11.0,,1.0653382761816497,6474,6897
db0a7601d7c1,,flagship_corruption,allowed,True,,,,,,0,0
7f020578e35d,0.0,true_baseline,not_allowed,False,,,10.0,,0.7005459890802184,16667,11676
9848cd728f1d,,flagship_corruption,allowed,True,,,,,,0,0
f789212ed514,0.0,true_baseline,not_allowed,False,,,1.0,,4.271604938271605,405,1730
6a23465b69cb,,flagship_corruption,not_allowed,False,,,6.0,,6.450437007034747,4691,30259
d12e6e4c6472,,baseline_flagship,not_allowed,False,,,,,,0,0
476f87ff21b4,,true_baseline,allowed,True,,,,,,0,0
6850e5bb36bf,,flagship_corruption,not_allowed,False,,,,,,0,0
8ba59a34b3dd,0.0,true_baseline,not_allowed,False,,,9.0,,0.9090638044126417,6708,6098
d895ac503e5b,,flagship_corruption,allowed,True,,,,,,0,0
87dec881cd8e,,flagship_corruption,not_allowed,False,,,,,,0,0
b0fbe8bf33ee,,flagship_corruption,allowed,True,,,,,,0,0
7ef60dc0525b,0.0,true_baseline,not_allowed,False,,,,,,0,0
256ca60f5c72,,baseline_flagship,allowed,True,,,,,,0,0
f72639b5326f,,true_baseline,allowed,False,,,,,,0,0
49c1c0b3cacb,,baseline_flagship,not_allowed,False,,,9.0,,0.6976713062098501,14944,10426
40117eb7ec00,,true_baseline,allowed,True,,,,,,0,0
50c44c073b10,,baseline_flagship,allowed,True,,,,,,0,0
e2baebe07fb8,,baseline_flagship,not_allowed,False,,,1.0,,4.134814814814815,675,2791
3f923bf09b9a,,flagship_corruption,allowed,True,,,1.0,3.0,0.8566275924256087,1109,950
d8c9b062a4c1,0.0,true_baseline,not_allowed,False,,,,,,0,0
6bbc749b8315,0.0,true_baseline,not_allowed,False,,,8.0,,4.339685900829363,5667,24593
064291cdafbb,,flagship_corruption,not_allowed,False,,,,,,0,0
9526879ca01c,,baseline_flagship,allowed,False,,,,,,0,0
882fdaa39757,,baseline_flagship,not_allowed,False,,,1.0,,7.354838709677419,434,3192
f12480ef3eaa,,flagship_corruption,allowed,True,,,,,,0,0
724f72c0ab0b,,flagship_corruption,not_allowed,False,,,,,,0,0
56d9626b8680,,true_baseline,allowed,True,,,,,,0,0
5d6e9c079bf7,,true_baseline,allowed,True,,,,,,0,0
ed70e6548483,0.0,true_baseline,not_allowed,False,,,5.0,,7.6117283950617285,1620,12331
c2aaff753b4b,,flagship_corruption,not_allowed,False,,,,,,0,0
c0b54abd330a,,flagship_corruption,allowed,True,,,,,,0,0
393971b33b4c,0.0,true_baseline,not_allowed,False,,,6.0,,3.322381053979091,4687,15572
d69a7f8f1703,0.0,true_baseline,not_allowed,False,,,13.0,,0.20466405740378343,18396,3765
d3986508c4bc,,flagship_corruption,not_allowed,False,,,1.0,,17.16231884057971,345,5921
cf5d16de988e,,baseline_flagship,allowed,False,,,,,,0,0
b6e5c0df096a,,baseline_flagship,allowed,True,,,,,,0,0
ec23bba1727d,,baseline_flagship,not_allowed,False,,,,,,0,0
dd1ff2add570,,flagship_corruption,not_allowed,False,,,1.0,,22.175,200,4435
f1dcc725e242,,baseline_flagship,not_allowed,False,,,,,,0,0
8dcafd56968e,,flagship_corruption,allowed,True,,,,,,0,0
fde643ff4dee,0.0,true_baseline,not_allowed,False,,,6.0,,6.919823232323233,1584,10961
c8db5e34f381,,flagship_corruption,allowed,True,,,1.0,2.0,1.2456140350877194,1083,1349
9ece25b35576,,true_baseline,allowed,False,,,8.0,,6.082971538832609,4146,25220
40a2c880d469,,flagship_corruption,allowed,True,,,,,,0,0
57b68736c3d5,0.0,true_baseline,not_allowed,False,,,1.0,,6.280487804878049,410,2575
df657b4a0077,0.0,true_baseline,not_allowed,False,,,1.0,,9.229965156794425,287,2649
fcce63af3d2e,,flagship_corruption,not_allowed,False,,,1.0,,20.423791821561338,269,5494
fd8e60352c47,,true_baseline,allowed,False,,,,,,0,0
a05ecad1429a,,baseline_flagship,not_allowed,False,,,,,,0,0
36c3a9bfc5da,,baseline_flagship,allowed,True,,,,,,0,0
80b787c56ca5,,baseline_flagship,not_allowed,False,,,,,,0,0
b16cc13d6eb9,,baseline_flagship,allowed,True,,,,,,0,0
82f8a7623eda,,baseline_flagship,not_allowed,False,,,,,,0,0
ccc0367eec8a,,true_baseline,allowed,False,,,14.0,,0.05222617233790418,23628,1234
0e58396708be,,flagship_corruption,allowed,True,,,,,,0,0
b7c9ef68f141,,true_baseline,allowed,True,,,,,,0,0
c8502ef201ae,,baseline_flagship,not_allowed,False,,,7.0,,1.6261593341260405,8410,13676
4199e6a4ee20,,baseline_flagship,not_allowed,False,,,,,,0,0
c3c579d0ec19,,baseline_flagship,allowed,True,,,,,,0,0
66ae321981c2,,baseline_flagship,not_allowed,False,,,,,,0,0
06d93718c498,,true_baseline,allowed,False,,,,,,0,0
4ef2964b4f2b,,baseline_flagship,allowed,True,,,1.0,4.0,1.77248322147651,1490,2641
7bb402197617,,flagship_corruption,allowed,True,,,1.0,4.0,5.546987951807229,415,2302
57e39536a002,,baseline_flagship,allowed,True,,,,,,0,0
8898d99efcc2,,baseline_flagship,allowed,True,,,,,,0,0
c18e66c9f5bc,0.0,true_baseline,not_allowed,False,,,1.0,,4.731343283582089,737,3487
9e69a1db10b3,,true_baseline,allowed,True,,,,,,0,0
46302881026d,,baseline_flagship,allowed,True,,,1.0,4.0,3.698856416772554,787,2911
2fe578fea103,0.0,true_baseline,not_allowed,False,,,7.0,,3.0350492880613364,5478,16626
b32c373467bf,,baseline_flagship,allowed,True,,,1.0,5.0,4.253246753246753,770,3275
be68481c8f44,,baseline_flagship,not_allowed,False,,,,,,0,0
8900113cb36f,,flagship_corruption,not_allowed,False,,,,,,0,0
2a9c6a85f430,,baseline_flagship,not_allowed,False,,,10.0,,0.2658984208279983,9372,2492
a33f4872d6f7,0.0,true_baseline,not_allowed,False,,,1.0,,5.629820051413882,389,2190
d9477989402f,,baseline_flagship,not_allowed,False,,,4.0,,3.80840475532209,3617,13775
2581e215b7f3,,flagship_corruption,allowed,True,,,,,,0,0
8614f693cec9,0.0,true_baseline,not_allowed,False,,,14.0,,0.07752617482347213,20535,1592
db5b57d7d9cf,,flagship_corruption,not_allowed,False,,,14.0,,0.2219695246759154,8794,1952
d1247119d3a0,,true_baseline,allowed,False,,,5.0,,4.965428109854604,3095,15368
394cfb2be744,,true_baseline,allowed,False,,,,,,0,0
af4f8a7363b1,,baseline_flagship,allowed,True,,,1.0,4.0,4.578842315369261,501,2294
bc8cd3ad1f1d,,flagship_corruption,not_allowed,False,,,1.0,,14.615720524017467,229,3347
903515d01588,,flagship_corruption,allowed,True,,,,,,0,0
e7bd1226c0c2,,flagship_corruption,not_allowed,False,,,4.0,,5.104491292392301,2182,11138
97ad3d27caff,,baseline_flagship,allowed,True,,,,,,0,0
ba35ae7700a0,,baseline_flagship,not_allowed,False,,,,,,0,0
77163a0a0e5c,0.0,true_baseline,not_allowed,False,,,10.0,,1.5599511056784088,8999,14038
0d5b82f2e8a5,0.0,true_baseline,not_allowed,False,,,9.0,,1.7289985761746558,6321,10929
9f3c07b09bf7,,flagship_corruption,allowed,True,,,,,,0,0
77f13b79fdee,,true_baseline,allowed,False,,,3.0,,4.699717943154697,4609,21661
4d54753bf34c,,flagship_corruption,not_allowed,False,,,6.0,,2.3075435203094776,7238,16702
4607c9fbf694,,flagship_corruption,allowed,True,,,,,,0,0
92488658b06c,,flagship_corruption,not_allowed,False,,,,,,0,0
7455a68e82f8,,true_baseline,allowed,False,,,7.0,,2.568072976054732,8770,22522
cecb8bc8024e,,flagship_corruption,allowed,True,,,,,,0,0
ddef22889676,,baseline_flagship,not_allowed,False,,,,,,0,0
72f41809df8e,,flagship_corruption,not_allowed,False,,,1.0,,25.819209039548024,354,9140
e6040fdf7599,,flagship_corruption,allowed,True,,,,,,0,0
3eac3596c535,,flagship_corruption,not_allowed,False,,,8.0,,0.6572262272571232,11652,7658
015b3ee06a62,,baseline_flagship,allowed,False,,,,,,0,0
66a45a4c3128,,true_baseline,allowed,False,,,1.0,,5.641089108910891,808,4558
4ab1e716ffd5,,true_baseline,allowed,False,,,2.0,,8.33318946914113,2317,19308
