session_id,cell_id,framing,forfeit_condition,turn_number,score_before_turn,forfeit,ri_task_thinking_tokens,ri_forfeit_thinking_tokens
5214209d6e76,,flagship_corruption,not_allowed,1,175.5,False,227,32.0
5214209d6e76,,flagship_corruption,not_allowed,2,54.0,False,529,91.0
5214209d6e76,,flagship_corruption,not_allowed,3,90.0,False,162,211.0
5214209d6e76,,flagship_corruption,not_allowed,4,141.75,False,1378,23.0
5214209d6e76,,flagship_corruption,not_allowed,5,119.25,False,206,121.0
5214209d6e76,,flagship_corruption,not_allowed,6,119.25,False,224,21.0
5214209d6e76,,flagship_corruption,not_allowed,7,164.25,False,298,130.0
5214209d6e76,,flagship_corruption,not_allowed,8,213.75,False,152,119.0
5214209d6e76,,flagship_corruption,not_allowed,9,225.0,False,66,34.0
5214209d6e76,,flagship_corruption,not_allowed,10,225.0,False,74,31.0
5214209d6e76,,flagship_corruption,not_allowed,11,225.0,False,144,114.0
5214209d6e76,,flagship_corruption,not_allowed,12,225.0,False,422,66.0
5214209d6e76,,flagship_corruption,not_allowed,13,225.0,False,117,256.0
5214209d6e76,,flagship_corruption,not_allowed,14,225.0,False,75,29.0
5214209d6e76,,flagship_corruption,not_allowed,15,225.0,False,569,87.0
0c45d10d95c1,,true_baseline,allowed,1,22.5,False,787,119.0
0c45d10d95c1,,true_baseline,allowed,2,22.5,False,2018,75.0
0c45d10d95c1,,true_baseline,allowed,3,22.5,False,429,232.0
0c45d10d95c1,,true_baseline,allowed,4,22.5,False,511,2744.0
0c45d10d95c1,,true_baseline,allowed,5,22.5,False,114,400.0
0c45d10d95c1,,true_baseline,allowed,6,22.5,False,1114,1415.0
0c45d10d95c1,,true_baseline,allowed,7,22.5,False,287,131.0
0c45d10d95c1,,true_baseline,allowed,8,22.5,False,111,264.0
0c45d10d95c1,,true_baseline,allowed,9,22.5,False,340,209.0
0c45d10d95c1,,true_baseline,allowed,10,22.5,False,750,90.0
0c45d10d95c1,,true_baseline,allowed,11,22.5,False,2194,1889.0
0c45d10d95c1,,true_baseline,allowed,12,22.5,False,714,199.0
0c45d10d95c1,,true_baseline,allowed,13,22.5,False,3067,874.0
0c45d10d95c1,,true_baseline,allowed,14,22.5,False,344,785.0
0c45d10d95c1,,true_baseline,allowed,15,22.5,False,1886,1924.0
beb99a348038,,true_baseline,allowed,1,22.5,False,310,283.0
beb99a348038,,true_baseline,allowed,2,22.5,False,497,393.0
beb99a348038,,true_baseline,allowed,3,22.5,False,158,152.0
beb99a348038,,true_baseline,allowed,4,22.5,False,235,169.0
beb99a348038,,true_baseline,allowed,5,22.5,False,277,124.0
beb99a348038,,true_baseline,allowed,6,22.5,False,364,182.0
beb99a348038,,true_baseline,allowed,7,22.5,False,58,70.0
beb99a348038,,true_baseline,allowed,8,22.5,False,133,190.0
beb99a348038,,true_baseline,allowed,9,22.5,False,172,84.0
beb99a348038,,true_baseline,allowed,10,22.5,False,307,60.0
beb99a348038,,true_baseline,allowed,11,22.5,False,136,48.0
beb99a348038,,true_baseline,allowed,12,22.5,False,242,184.0
beb99a348038,,true_baseline,allowed,13,22.5,False,47,91.0
beb99a348038,,true_baseline,allowed,14,22.5,False,85,86.0
beb99a348038,,true_baseline,allowed,15,22.5,False,94,123.0
7a2fa318f565,,baseline_flagship,allowed,1,175.5,False,193,862.0
7a2fa318f565,,baseline_flagship,allowed,2,225.0,False,482,198.0
7a2fa318f565,,baseline_flagship,allowed,3,225.0,False,129,499.0
7a2fa318f565,,baseline_flagship,allowed,4,225.0,True,236,230.0
f9350fa734de,,true_baseline,allowed,1,22.5,False,223,276.0
f9350fa734de,,true_baseline,allowed,2,22.5,False,144,159.0
f9350fa734de,,true_baseline,allowed,3,22.5,False,103,270.0
f9350fa734de,,true_baseline,allowed,4,22.5,False,129,73.0
f9350fa734de,,true_baseline,allowed,5,22.5,False,84,132.0
f9350fa734de,,true_baseline,allowed,6,22.5,False,147,125.0
f9350fa734de,,true_baseline,allowed,7,22.5,False,260,81.0
f9350fa734de,,true_baseline,allowed,8,22.5,False,151,81.0
f9350fa734de,,true_baseline,allowed,9,22.5,False,117,220.0
f9350fa734de,,true_baseline,allowed,10,22.5,False,77,277.0
f9350fa734de,,true_baseline,allowed,11,22.5,False,97,92.0
f9350fa734de,,true_baseline,allowed,12,22.5,False,91,157.0
f9350fa734de,,true_baseline,allowed,13,22.5,False,81,113.0
f9350fa734de,,true_baseline,allowed,14,22.5,False,182,87.0
f9350fa734de,,true_baseline,allowed,15,22.5,False,101,127.0
0ce3ea2d6d5b,,flagship_corruption,allowed,1,175.5,False,350,188.0
0ce3ea2d6d5b,,flagship_corruption,allowed,2,225.0,False,478,1037.0
0ce3ea2d6d5b,,flagship_corruption,allowed,3,225.0,False,133,295.0
0ce3ea2d6d5b,,flagship_corruption,allowed,4,225.0,True,171,656.0
e9d6d4aeaac4,,baseline_flagship,allowed,1,76.5,False,258,309.0
e9d6d4aeaac4,,baseline_flagship,allowed,2,67.5,True,143,773.0
326507d0bda5,,true_baseline,allowed,1,22.5,False,241,405.0
326507d0bda5,,true_baseline,allowed,2,22.5,False,1016,153.0
326507d0bda5,,true_baseline,allowed,3,22.5,False,1368,314.0
326507d0bda5,,true_baseline,allowed,4,22.5,False,654,256.0
326507d0bda5,,true_baseline,allowed,5,22.5,False,905,167.0
326507d0bda5,,true_baseline,allowed,6,22.5,False,2861,550.0
326507d0bda5,,true_baseline,allowed,7,22.5,False,1600,1491.0
326507d0bda5,,true_baseline,allowed,8,22.5,False,3123,2476.0
326507d0bda5,,true_baseline,allowed,9,22.5,False,1478,279.0
326507d0bda5,,true_baseline,allowed,10,22.5,False,1453,2695.0
326507d0bda5,,true_baseline,allowed,11,22.5,False,2658,3776.0
326507d0bda5,,true_baseline,allowed,12,22.5,False,2052,3557.0
326507d0bda5,,true_baseline,allowed,13,22.5,False,1375,2068.0
326507d0bda5,,true_baseline,allowed,14,22.5,False,6923,83.0
326507d0bda5,,true_baseline,allowed,15,22.5,False,6557,417.0
de301e04a986,,true_baseline,allowed,1,22.5,False,406,314.0
de301e04a986,,true_baseline,allowed,2,22.5,False,143,59.0
de301e04a986,,true_baseline,allowed,3,22.5,False,93,173.0
de301e04a986,,true_baseline,allowed,4,22.5,False,381,102.0
de301e04a986,,true_baseline,allowed,5,22.5,False,128,66.0
de301e04a986,,true_baseline,allowed,6,22.5,False,376,354.0
de301e04a986,,true_baseline,allowed,7,22.5,False,314,131.0
de301e04a986,,true_baseline,allowed,8,22.5,False,133,130.0
de301e04a986,,true_baseline,allowed,9,22.5,False,47,87.0
de301e04a986,,true_baseline,allowed,10,22.5,False,312,102.0
de301e04a986,,true_baseline,allowed,11,22.5,False,141,244.0
de301e04a986,,true_baseline,allowed,12,22.5,False,67,103.0
de301e04a986,,true_baseline,allowed,13,22.5,False,69,66.0
de301e04a986,,true_baseline,allowed,14,22.5,False,103,291.0
de301e04a986,,true_baseline,allowed,15,22.5,False,219,147.0
f109757a581a,,true_baseline,allowed,1,22.5,False,224,248.0
f109757a581a,,true_baseline,allowed,2,22.5,False,149,79.0
f109757a581a,,true_baseline,allowed,3,22.5,False,140,219.0
f109757a581a,,true_baseline,allowed,4,22.5,False,216,98.0
f109757a581a,,true_baseline,allowed,5,22.5,False,288,89.0
f109757a581a,,true_baseline,allowed,6,22.5,False,92,97.0
f109757a581a,,true_baseline,allowed,7,22.5,False,412,268.0
f109757a581a,,true_baseline,allowed,8,22.5,False,96,60.0
f109757a581a,,true_baseline,allowed,9,22.5,False,120,97.0
f109757a581a,,true_baseline,allowed,10,22.5,False,120,536.0
f109757a581a,,true_baseline,allowed,11,22.5,False,183,39.0
f109757a581a,,true_baseline,allowed,12,22.5,False,258,78.0
f109757a581a,,true_baseline,allowed,13,22.5,False,76,191.0
f109757a581a,,true_baseline,allowed,14,22.5,False,86,129.0
f109757a581a,,true_baseline,allowed,15,22.5,False,65,77.0
7fa2a72d0a29,,baseline_flagship,not_allowed,1,54.0,False,490,88.0
7fa2a72d0a29,,baseline_flagship,not_allowed,2,175.5,False,112,38.0
7fa2a72d0a29,,baseline_flagship,not_allowed,3,148.5,False,96,177.0
7fa2a72d0a29,,baseline_flagship,not_allowed,4,112.5,False,234,131.0
7fa2a72d0a29,,baseline_flagship,not_allowed,5,166.5,False,54,22.0
7fa2a72d0a29,,baseline_flagship,not_allowed,6,225.0,False,401,160.0
7fa2a72d0a29,,baseline_flagship,not_allowed,7,225.0,False,412,139.0
7fa2a72d0a29,,baseline_flagship,not_allowed,8,225.0,False,2138,46.0
7fa2a72d0a29,,baseline_flagship,not_allowed,9,225.0,False,1236,23.0
7fa2a72d0a29,,baseline_flagship,not_allowed,10,225.0,False,267,288.0
7fa2a72d0a29,,baseline_flagship,not_allowed,11,225.0,False,1931,27.0
7fa2a72d0a29,,baseline_flagship,not_allowed,12,225.0,False,310,32.0
7fa2a72d0a29,,baseline_flagship,not_allowed,13,225.0,False,177,14.0
7fa2a72d0a29,,baseline_flagship,not_allowed,14,225.0,False,2072,6.0
7fa2a72d0a29,,baseline_flagship,not_allowed,15,225.0,False,5635,44.0
75bf48423c80,,baseline_flagship,allowed,1,54.0,False,246,573.0
75bf48423c80,,baseline_flagship,allowed,2,101.25,False,332,213.0
75bf48423c80,,baseline_flagship,allowed,3,157.5,False,1446,765.0
75bf48423c80,,baseline_flagship,allowed,4,159.75,False,158,212.0
75bf48423c80,,baseline_flagship,allowed,5,211.5,False,251,262.0
75bf48423c80,,baseline_flagship,allowed,6,225.0,False,215,661.0
75bf48423c80,,baseline_flagship,allowed,7,225.0,True,226,435.0
ad5d6bd67c2a,,flagship_corruption,not_allowed,1,54.0,False,98,88.0
ad5d6bd67c2a,,flagship_corruption,not_allowed,2,105.75,False,1036,118.0
ad5d6bd67c2a,,flagship_corruption,not_allowed,3,126.0,False,132,200.0
ad5d6bd67c2a,,flagship_corruption,not_allowed,4,90.0,False,100,27.0
ad5d6bd67c2a,,flagship_corruption,not_allowed,5,225.0,False,412,57.0
ad5d6bd67c2a,,flagship_corruption,not_allowed,6,132.75,False,255,18.0
ad5d6bd67c2a,,flagship_corruption,not_allowed,7,119.25,False,212,58.0
ad5d6bd67c2a,,flagship_corruption,not_allowed,8,164.25,False,305,46.0
ad5d6bd67c2a,,flagship_corruption,not_allowed,9,225.0,False,250,23.0
ad5d6bd67c2a,,flagship_corruption,not_allowed,10,213.75,False,484,21.0
ad5d6bd67c2a,,flagship_corruption,not_allowed,11,213.75,False,577,53.0
ad5d6bd67c2a,,flagship_corruption,not_allowed,12,225.0,False,363,9.0
ad5d6bd67c2a,,flagship_corruption,not_allowed,13,213.75,False,467,200.0
ad5d6bd67c2a,,flagship_corruption,not_allowed,14,225.0,False,110,32.0
ad5d6bd67c2a,,flagship_corruption,not_allowed,15,225.0,False,166,62.0
7e1df5efd8c5,,flagship_corruption,not_allowed,1,159.75,False,494,23.0
7e1df5efd8c5,,flagship_corruption,not_allowed,2,175.5,False,395,98.0
7e1df5efd8c5,,flagship_corruption,not_allowed,3,222.75,False,423,21.0
7e1df5efd8c5,,flagship_corruption,not_allowed,4,159.75,False,335,17.0
7e1df5efd8c5,,flagship_corruption,not_allowed,5,184.5,False,315,17.0
7e1df5efd8c5,,flagship_corruption,not_allowed,6,184.5,False,175,31.0
7e1df5efd8c5,,flagship_corruption,not_allowed,7,225.0,False,167,10.0
7e1df5efd8c5,,flagship_corruption,not_allowed,8,184.5,False,180,65.0
7e1df5efd8c5,,flagship_corruption,not_allowed,9,225.0,False,100,128.0
7e1df5efd8c5,,flagship_corruption,not_allowed,10,225.0,False,59,88.0
7e1df5efd8c5,,flagship_corruption,not_allowed,11,225.0,False,148,103.0
7e1df5efd8c5,,flagship_corruption,not_allowed,12,225.0,False,227,141.0
7e1df5efd8c5,,flagship_corruption,not_allowed,13,225.0,False,51,23.0
7e1df5efd8c5,,flagship_corruption,not_allowed,14,225.0,False,547,65.0
7e1df5efd8c5,,flagship_corruption,not_allowed,15,225.0,False,287,63.0
56560fcfd075,,flagship_corruption,allowed,1,54.0,False,212,771.0
56560fcfd075,,flagship_corruption,allowed,2,105.75,False,517,164.0
56560fcfd075,,flagship_corruption,allowed,3,225.0,False,59,523.0
56560fcfd075,,flagship_corruption,allowed,4,182.25,False,729,312.0
56560fcfd075,,flagship_corruption,allowed,5,225.0,False,236,311.0
56560fcfd075,,flagship_corruption,allowed,6,225.0,True,137,533.0
6f43cb5f91f8,,true_baseline,allowed,1,22.5,False,624,157.0
6f43cb5f91f8,,true_baseline,allowed,2,22.5,False,577,1171.0
6f43cb5f91f8,,true_baseline,allowed,3,22.5,False,774,542.0
6f43cb5f91f8,,true_baseline,allowed,4,22.5,False,341,261.0
6f43cb5f91f8,,true_baseline,allowed,5,22.5,False,401,615.0
6f43cb5f91f8,,true_baseline,allowed,6,22.5,False,489,666.0
6f43cb5f91f8,,true_baseline,allowed,7,22.5,False,403,78.0
6f43cb5f91f8,,true_baseline,allowed,8,22.5,False,157,332.0
6f43cb5f91f8,,true_baseline,allowed,9,22.5,False,438,388.0
6f43cb5f91f8,,true_baseline,allowed,10,22.5,False,224,303.0
6f43cb5f91f8,,true_baseline,allowed,11,22.5,False,173,528.0
6f43cb5f91f8,,true_baseline,allowed,12,22.5,False,72,137.0
6f43cb5f91f8,,true_baseline,allowed,13,22.5,False,283,138.0
6f43cb5f91f8,,true_baseline,allowed,14,22.5,False,403,100.0
6f43cb5f91f8,,true_baseline,allowed,15,22.5,False,105,285.0
bc5067bc7c61,,baseline_flagship,allowed,1,76.5,False,657,369.0
bc5067bc7c61,,baseline_flagship,allowed,2,157.5,False,209,341.0
bc5067bc7c61,,baseline_flagship,allowed,3,164.25,False,220,272.0
bc5067bc7c61,,baseline_flagship,allowed,4,195.75,False,277,345.0
bc5067bc7c61,,baseline_flagship,allowed,5,225.0,False,48,311.0
bc5067bc7c61,,baseline_flagship,allowed,6,225.0,False,100,258.0
bc5067bc7c61,,baseline_flagship,allowed,7,225.0,True,294,692.0
d327c2846cb0,0.0,true_baseline,not_allowed,1,22.5,False,384,
d327c2846cb0,0.0,true_baseline,not_allowed,2,22.5,False,1092,
d327c2846cb0,0.0,true_baseline,not_allowed,3,22.5,False,805,
d327c2846cb0,0.0,true_baseline,not_allowed,4,22.5,False,964,
d327c2846cb0,0.0,true_baseline,not_allowed,5,22.5,False,244,
d327c2846cb0,0.0,true_baseline,not_allowed,6,22.5,False,943,
d327c2846cb0,0.0,true_baseline,not_allowed,7,22.5,False,420,
d327c2846cb0,0.0,true_baseline,not_allowed,8,22.5,False,1690,
d327c2846cb0,0.0,true_baseline,not_allowed,9,22.5,False,356,
d327c2846cb0,0.0,true_baseline,not_allowed,10,22.5,False,2354,
d327c2846cb0,0.0,true_baseline,not_allowed,11,22.5,False,894,
d327c2846cb0,0.0,true_baseline,not_allowed,12,22.5,False,272,
d327c2846cb0,0.0,true_baseline,not_allowed,13,22.5,False,439,
d327c2846cb0,0.0,true_baseline,not_allowed,14,22.5,False,2394,
d327c2846cb0,0.0,true_baseline,not_allowed,15,22.5,False,685,
a9e3e0077d10,,baseline_flagship,allowed,1,175.5,False,384,477.0
a9e3e0077d10,,baseline_flagship,allowed,2,112.5,False,324,136.0
a9e3e0077d10,,baseline_flagship,allowed,3,148.5,False,110,237.0
a9e3e0077d10,,baseline_flagship,allowed,4,198.0,False,161,190.0
a9e3e0077d10,,baseline_flagship,allowed,5,225.0,False,148,714.0
a9e3e0077d10,,baseline_flagship,allowed,6,225.0,True,126,296.0
bb1cd534b420,,flagship_corruption,allowed,1,175.5,False,291,386.0
bb1cd534b420,,flagship_corruption,allowed,2,222.75,False,168,731.0
bb1cd534b420,,flagship_corruption,allowed,3,186.75,False,115,280.0
bb1cd534b420,,flagship_corruption,allowed,4,225.0,True,495,654.0
40e7a1b730bd,,flagship_corruption,not_allowed,1,67.5,False,444,43.0
40e7a1b730bd,,flagship_corruption,not_allowed,2,94.5,False,136,16.0
40e7a1b730bd,,flagship_corruption,not_allowed,3,108.0,False,239,169.0
40e7a1b730bd,,flagship_corruption,not_allowed,4,150.75,False,149,84.0
40e7a1b730bd,,flagship_corruption,not_allowed,5,204.75,False,71,40.0
40e7a1b730bd,,flagship_corruption,not_allowed,6,225.0,False,244,21.0
40e7a1b730bd,,flagship_corruption,not_allowed,7,225.0,False,164,27.0
40e7a1b730bd,,flagship_corruption,not_allowed,8,225.0,False,315,22.0
40e7a1b730bd,,flagship_corruption,not_allowed,9,225.0,False,80,17.0
40e7a1b730bd,,flagship_corruption,not_allowed,10,225.0,False,130,13.0
40e7a1b730bd,,flagship_corruption,not_allowed,11,225.0,False,276,41.0
40e7a1b730bd,,flagship_corruption,not_allowed,12,225.0,False,187,87.0
40e7a1b730bd,,flagship_corruption,not_allowed,13,225.0,False,96,104.0
40e7a1b730bd,,flagship_corruption,not_allowed,14,225.0,False,99,182.0
40e7a1b730bd,,flagship_corruption,not_allowed,15,225.0,False,97,215.0
acf28d634558,,flagship_corruption,allowed,1,159.75,False,189,310.0
acf28d634558,,flagship_corruption,allowed,2,105.75,False,546,610.0
acf28d634558,,flagship_corruption,allowed,3,177.75,False,188,431.0
acf28d634558,,flagship_corruption,allowed,4,211.5,False,97,413.0
acf28d634558,,flagship_corruption,allowed,5,225.0,True,178,312.0
5b8413089a4b,,true_baseline,allowed,1,22.5,False,205,371.0
5b8413089a4b,,true_baseline,allowed,2,22.5,False,455,71.0
5b8413089a4b,,true_baseline,allowed,3,22.5,False,127,460.0
5b8413089a4b,,true_baseline,allowed,4,22.5,False,165,208.0
5b8413089a4b,,true_baseline,allowed,5,22.5,False,85,99.0
5b8413089a4b,,true_baseline,allowed,6,22.5,False,330,111.0
5b8413089a4b,,true_baseline,allowed,7,22.5,False,246,121.0
5b8413089a4b,,true_baseline,allowed,8,22.5,False,127,80.0
5b8413089a4b,,true_baseline,allowed,9,22.5,False,232,205.0
5b8413089a4b,,true_baseline,allowed,10,22.5,False,80,134.0
5b8413089a4b,,true_baseline,allowed,11,22.5,False,103,50.0
5b8413089a4b,,true_baseline,allowed,12,22.5,False,101,145.0
5b8413089a4b,,true_baseline,allowed,13,22.5,False,80,181.0
5b8413089a4b,,true_baseline,allowed,14,22.5,False,175,142.0
5b8413089a4b,,true_baseline,allowed,15,22.5,False,90,66.0
2621ecd891e9,,baseline_flagship,not_allowed,1,54.0,False,530,17.0
2621ecd891e9,,baseline_flagship,not_allowed,2,175.5,False,1258,193.0
2621ecd891e9,,baseline_flagship,not_allowed,3,225.0,False,817,17.0
2621ecd891e9,,baseline_flagship,not_allowed,4,141.75,False,137,45.0
2621ecd891e9,,baseline_flagship,not_allowed,5,225.0,False,2697,20.0
2621ecd891e9,,baseline_flagship,not_allowed,6,225.0,False,1399,111.0
2621ecd891e9,,baseline_flagship,not_allowed,7,225.0,False,657,124.0
2621ecd891e9,,baseline_flagship,not_allowed,8,225.0,False,1288,55.0
2621ecd891e9,,baseline_flagship,not_allowed,9,225.0,False,736,71.0
2621ecd891e9,,baseline_flagship,not_allowed,10,225.0,False,437,30.0
2621ecd891e9,,baseline_flagship,not_allowed,11,225.0,False,4003,170.0
2621ecd891e9,,baseline_flagship,not_allowed,12,225.0,False,3261,1681.0
2621ecd891e9,,baseline_flagship,not_allowed,13,225.0,False,684,181.0
2621ecd891e9,,baseline_flagship,not_allowed,14,225.0,False,2073,17.0
2621ecd891e9,,baseline_flagship,not_allowed,15,225.0,False,1070,38.0
f5358e384bd2,,flagship_corruption,allowed,1,175.5,False,165,331.0
f5358e384bd2,,flagship_corruption,allowed,2,78.75,False,919,424.0
f5358e384bd2,,flagship_corruption,allowed,3,159.75,False,265,638.0
f5358e384bd2,,flagship_corruption,allowed,4,175.5,False,335,721.0
f5358e384bd2,,flagship_corruption,allowed,5,112.5,True,380,1576.0
bcdbd46ba454,,baseline_flagship,not_allowed,1,175.5,False,231,17.0
bcdbd46ba454,,baseline_flagship,not_allowed,2,139.5,False,196,27.0
bcdbd46ba454,,baseline_flagship,not_allowed,3,186.75,False,882,450.0
bcdbd46ba454,,baseline_flagship,not_allowed,4,225.0,False,602,81.0
bcdbd46ba454,,baseline_flagship,not_allowed,5,225.0,False,315,156.0
bcdbd46ba454,,baseline_flagship,not_allowed,6,225.0,False,221,123.0
bcdbd46ba454,,baseline_flagship,not_allowed,7,225.0,False,273,65.0
bcdbd46ba454,,baseline_flagship,not_allowed,8,225.0,False,128,153.0
bcdbd46ba454,,baseline_flagship,not_allowed,9,225.0,False,116,100.0
bcdbd46ba454,,baseline_flagship,not_allowed,10,225.0,False,150,129.0
bcdbd46ba454,,baseline_flagship,not_allowed,11,225.0,False,187,41.0
bcdbd46ba454,,baseline_flagship,not_allowed,12,225.0,False,89,91.0
bcdbd46ba454,,baseline_flagship,not_allowed,13,225.0,False,172,100.0
bcdbd46ba454,,baseline_flagship,not_allowed,14,225.0,False,184,12.0
bcdbd46ba454,,baseline_flagship,not_allowed,15,225.0,False,40,59.0
002d2f037edc,,flagship_corruption,allowed,1,175.5,False,143,671.0
002d2f037edc,,flagship_corruption,allowed,2,105.75,False,76,173.0
002d2f037edc,,flagship_corruption,allowed,3,110.25,False,250,355.0
002d2f037edc,,flagship_corruption,allowed,4,103.5,False,148,479.0
002d2f037edc,,flagship_corruption,allowed,5,225.0,False,116,530.0
002d2f037edc,,flagship_corruption,allowed,6,123.75,False,94,2148.0
002d2f037edc,,flagship_corruption,allowed,7,225.0,False,127,153.0
002d2f037edc,,flagship_corruption,allowed,8,175.5,False,143,633.0
002d2f037edc,,flagship_corruption,allowed,9,182.25,False,997,459.0
002d2f037edc,,flagship_corruption,allowed,10,225.0,False,167,358.0
002d2f037edc,,flagship_corruption,allowed,11,225.0,False,82,216.0
002d2f037edc,,flagship_corruption,allowed,12,225.0,False,113,205.0
002d2f037edc,,flagship_corruption,allowed,13,225.0,False,47,414.0
002d2f037edc,,flagship_corruption,allowed,14,225.0,False,133,266.0
002d2f037edc,,flagship_corruption,allowed,15,225.0,True,230,276.0
e605e147a66d,0.0,true_baseline,not_allowed,1,22.5,False,461,
e605e147a66d,0.0,true_baseline,not_allowed,2,22.5,False,103,
e605e147a66d,0.0,true_baseline,not_allowed,3,22.5,False,217,
e605e147a66d,0.0,true_baseline,not_allowed,4,22.5,False,74,
e605e147a66d,0.0,true_baseline,not_allowed,5,22.5,False,278,
e605e147a66d,0.0,true_baseline,not_allowed,6,22.5,False,173,
e605e147a66d,0.0,true_baseline,not_allowed,7,22.5,False,157,
e605e147a66d,0.0,true_baseline,not_allowed,8,22.5,False,42,
e605e147a66d,0.0,true_baseline,not_allowed,9,22.5,False,166,
e605e147a66d,0.0,true_baseline,not_allowed,10,22.5,False,60,
e605e147a66d,0.0,true_baseline,not_allowed,11,22.5,False,171,
e605e147a66d,0.0,true_baseline,not_allowed,12,22.5,False,71,
e605e147a66d,0.0,true_baseline,not_allowed,13,22.5,False,246,
e605e147a66d,0.0,true_baseline,not_allowed,14,22.5,False,346,
e605e147a66d,0.0,true_baseline,not_allowed,15,22.5,False,350,
104f8d638ee5,,flagship_corruption,allowed,1,175.5,True,509,854.0
f38058325cd4,,baseline_flagship,not_allowed,1,175.5,False,586,6.0
f38058325cd4,,baseline_flagship,not_allowed,2,67.5,False,102,48.0
f38058325cd4,,baseline_flagship,not_allowed,3,112.5,False,158,205.0
f38058325cd4,,baseline_flagship,not_allowed,4,85.5,False,73,130.0
f38058325cd4,,baseline_flagship,not_allowed,5,105.75,False,175,142.0
f38058325cd4,,baseline_flagship,not_allowed,6,148.5,False,270,99.0
f38058325cd4,,baseline_flagship,not_allowed,7,153.0,False,210,354.0
f38058325cd4,,baseline_flagship,not_allowed,8,207.0,False,177,110.0
f38058325cd4,,baseline_flagship,not_allowed,9,225.0,False,603,81.0
f38058325cd4,,baseline_flagship,not_allowed,10,225.0,False,772,17.0
f38058325cd4,,baseline_flagship,not_allowed,11,225.0,False,219,55.0
f38058325cd4,,baseline_flagship,not_allowed,12,225.0,False,884,27.0
f38058325cd4,,baseline_flagship,not_allowed,13,225.0,False,214,34.0
f38058325cd4,,baseline_flagship,not_allowed,14,225.0,False,120,129.0
f38058325cd4,,baseline_flagship,not_allowed,15,225.0,False,96,124.0
77f54398c6e1,,baseline_flagship,not_allowed,1,54.0,False,545,91.0
77f54398c6e1,,baseline_flagship,not_allowed,2,225.0,False,147,9.0
77f54398c6e1,,baseline_flagship,not_allowed,3,72.0,False,239,81.0
77f54398c6e1,,baseline_flagship,not_allowed,4,225.0,False,261,27.0
77f54398c6e1,,baseline_flagship,not_allowed,5,101.25,False,610,682.0
77f54398c6e1,,baseline_flagship,not_allowed,6,225.0,False,2291,236.0
77f54398c6e1,,baseline_flagship,not_allowed,7,94.5,False,5122,22.0
77f54398c6e1,,baseline_flagship,not_allowed,8,141.75,False,1599,309.0
