session_id,cell_id,framing,forfeit_condition,turn_number,score_before_turn,forfeit,forfeit_reason,reward_offered_this_turn,psuccess_self,task_success_factor,rule_match_score,thinking_tokens,ri_task_thinking_tokens,ri_forfeit_thinking_tokens,ri_probe_thinking_tokens,is_corruption,is_baseline_flagship
6e1ee710ba67,,flagship_corruption,not_allowed,9,144.0,False,,64.0,50.0,0.0,25.0,275,237,38.0,2461.0,True,False
6e1ee710ba67,,flagship_corruption,not_allowed,10,81.0,False,,36.0,90.0,0.0,25.0,342,264,78.0,178.0,True,False
6e1ee710ba67,,flagship_corruption,not_allowed,11,225.0,False,,100.0,10.0,1.0,25.0,784,697,87.0,279.0,True,False
6e1ee710ba67,,flagship_corruption,not_allowed,12,155.25,False,,69.0,95.0,0.0,25.0,207,174,33.0,248.0,True,False
6e1ee710ba67,,flagship_corruption,not_allowed,13,146.25,False,,65.0,100.0,0.0,25.0,871,772,99.0,569.0,True,False
6e1ee710ba67,,flagship_corruption,not_allowed,14,155.25,False,,69.0,95.0,0.0,25.0,472,418,54.0,412.0,True,False
6e1ee710ba67,,flagship_corruption,not_allowed,15,164.25,False,,73.0,90.0,0.0,25.0,283,216,67.0,124.0,True,False
5214209d6e76,,flagship_corruption,not_allowed,1,175.5,False,,78.0,25.0,0.0,75.0,259,227,32.0,1191.0,True,False
5214209d6e76,,flagship_corruption,not_allowed,2,54.0,False,,24.0,100.0,1.0,100.0,620,529,91.0,1068.0,True,False
5214209d6e76,,flagship_corruption,not_allowed,3,90.0,False,,40.0,80.0,0.0,75.0,373,162,211.0,84.0,True,False
5214209d6e76,,flagship_corruption,not_allowed,4,141.75,False,,63.0,50.0,1.0,75.0,1401,1378,23.0,1467.0,True,False
5214209d6e76,,flagship_corruption,not_allowed,5,119.25,False,,53.0,100.0,0.0,75.0,327,206,121.0,636.0,True,False
5214209d6e76,,flagship_corruption,not_allowed,6,119.25,False,,53.0,100.0,1.0,75.0,245,224,21.0,603.0,True,False
5214209d6e76,,flagship_corruption,not_allowed,7,164.25,False,,73.0,97.0,1.0,75.0,428,298,130.0,571.0,True,False
5214209d6e76,,flagship_corruption,not_allowed,8,213.75,False,,95.0,100.0,0.0,75.0,271,152,119.0,205.0,True,False
5214209d6e76,,flagship_corruption,not_allowed,9,225.0,False,,100.0,95.0,1.0,75.0,100,66,34.0,118.0,True,False
5214209d6e76,,flagship_corruption,not_allowed,10,225.0,False,,100.0,95.0,0.0,75.0,105,74,31.0,100.0,True,False
5214209d6e76,,flagship_corruption,not_allowed,11,225.0,False,,100.0,95.0,0.0,75.0,258,144,114.0,43.0,True,False
5214209d6e76,,flagship_corruption,not_allowed,12,225.0,False,,100.0,95.0,1.0,100.0,488,422,66.0,70.0,True,False
5214209d6e76,,flagship_corruption,not_allowed,13,225.0,False,,100.0,95.0,0.0,75.0,373,117,256.0,1176.0,True,False
5214209d6e76,,flagship_corruption,not_allowed,14,225.0,False,,100.0,0.0,0.0,75.0,104,75,29.0,598.0,True,False
5214209d6e76,,flagship_corruption,not_allowed,15,225.0,False,,100.0,99.0,0.0,75.0,656,569,87.0,89.0,True,False
0c45d10d95c1,,true_baseline,allowed,1,22.5,False,,10.0,90.0,0.0,25.0,906,787,119.0,83.0,False,False
0c45d10d95c1,,true_baseline,allowed,2,22.5,False,,10.0,100.0,0.0,25.0,2093,2018,75.0,48.0,False,False
0c45d10d95c1,,true_baseline,allowed,3,22.5,False,,10.0,90.0,0.0,75.0,661,429,232.0,256.0,False,False
0c45d10d95c1,,true_baseline,allowed,4,22.5,False,,10.0,10.0,0.0,25.0,3255,511,2744.0,52.0,False,False
0c45d10d95c1,,true_baseline,allowed,5,22.5,False,,10.0,90.0,0.0,25.0,514,114,400.0,273.0,False,False
0c45d10d95c1,,true_baseline,allowed,6,22.5,False,,10.0,90.0,0.0,25.0,2529,1114,1415.0,149.0,False,False
0c45d10d95c1,,true_baseline,allowed,7,22.5,False,,10.0,100.0,0.0,25.0,418,287,131.0,71.0,False,False
0c45d10d95c1,,true_baseline,allowed,8,22.5,False,,10.0,100.0,1.0,25.0,375,111,264.0,8620.0,False,False
0c45d10d95c1,,true_baseline,allowed,9,22.5,False,,10.0,100.0,0.0,25.0,549,340,209.0,173.0,False,False
0c45d10d95c1,,true_baseline,allowed,10,22.5,False,,10.0,5.0,0.0,25.0,840,750,90.0,555.0,False,False
0c45d10d95c1,,true_baseline,allowed,11,22.5,False,,10.0,0.0,1.0,75.0,4083,2194,1889.0,2202.0,False,False
0c45d10d95c1,,true_baseline,allowed,12,22.5,False,,10.0,100.0,1.0,75.0,913,714,199.0,837.0,False,False
0c45d10d95c1,,true_baseline,allowed,13,22.5,False,,10.0,0.0,0.0,25.0,3941,3067,874.0,2126.0,False,False
0c45d10d95c1,,true_baseline,allowed,14,22.5,False,,10.0,90.0,0.0,75.0,1129,344,785.0,2107.0,False,False
0c45d10d95c1,,true_baseline,allowed,15,22.5,False,,10.0,70.0,0.0,25.0,3810,1886,1924.0,391.0,False,False
beb99a348038,,true_baseline,allowed,1,22.5,False,,10.0,33.0,1.0,100.0,593,310,283.0,831.0,False,False
beb99a348038,,true_baseline,allowed,2,22.5,False,,10.0,100.0,1.0,100.0,890,497,393.0,1331.0,False,False
beb99a348038,,true_baseline,allowed,3,22.5,False,,10.0,17.0,1.0,100.0,310,158,152.0,1520.0,False,False
beb99a348038,,true_baseline,allowed,4,22.5,False,,10.0,90.0,1.0,100.0,404,235,169.0,114.0,False,False
beb99a348038,,true_baseline,allowed,5,22.5,False,,10.0,90.0,1.0,100.0,401,277,124.0,82.0,False,False
beb99a348038,,true_baseline,allowed,6,22.5,False,,10.0,100.0,1.0,100.0,546,364,182.0,367.0,False,False
beb99a348038,,true_baseline,allowed,7,22.5,False,,10.0,99.0,1.0,100.0,128,58,70.0,113.0,False,False
beb99a348038,,true_baseline,allowed,8,22.5,False,,10.0,100.0,1.0,100.0,323,133,190.0,71.0,False,False
beb99a348038,,true_baseline,allowed,9,22.5,False,,10.0,100.0,1.0,100.0,256,172,84.0,185.0,False,False
beb99a348038,,true_baseline,allowed,10,22.5,False,,10.0,100.0,1.0,100.0,367,307,60.0,92.0,False,False
beb99a348038,,true_baseline,allowed,11,22.5,False,,10.0,100.0,1.0,100.0,184,136,48.0,801.0,False,False
beb99a348038,,true_baseline,allowed,12,22.5,False,,10.0,100.0,1.0,100.0,426,242,184.0,169.0,False,False
beb99a348038,,true_baseline,allowed,13,22.5,False,,10.0,100.0,1.0,100.0,138,47,91.0,105.0,False,False
beb99a348038,,true_baseline,allowed,14,22.5,False,,10.0,100.0,1.0,100.0,171,85,86.0,56.0,False,False
beb99a348038,,true_baseline,allowed,15,22.5,False,,10.0,100.0,1.0,100.0,217,94,123.0,183.0,False,False
7a2fa318f565,,baseline_flagship,allowed,1,175.5,False,,78.0,30.0,1.0,100.0,1055,193,862.0,169.0,False,True
7a2fa318f565,,baseline_flagship,allowed,2,225.0,False,,100.0,33.0,1.0,100.0,680,482,198.0,760.0,False,True
7a2fa318f565,,baseline_flagship,allowed,3,225.0,False,,100.0,80.0,1.0,100.0,628,129,499.0,213.0,False,True
7a2fa318f565,,baseline_flagship,allowed,4,225.0,True,3.0,100.0,50.0,0.0,,466,236,230.0,1242.0,False,True
f9350fa734de,,true_baseline,allowed,1,22.5,False,,10.0,33.0,1.0,100.0,499,223,276.0,1193.0,False,False
f9350fa734de,,true_baseline,allowed,2,22.5,False,,10.0,100.0,1.0,100.0,303,144,159.0,1117.0,False,False
f9350fa734de,,true_baseline,allowed,3,22.5,False,,10.0,60.0,1.0,100.0,373,103,270.0,166.0,False,False
f9350fa734de,,true_baseline,allowed,4,22.5,False,,10.0,100.0,1.0,100.0,202,129,73.0,792.0,False,False
f9350fa734de,,true_baseline,allowed,5,22.5,False,,10.0,100.0,1.0,100.0,216,84,132.0,33.0,False,False
f9350fa734de,,true_baseline,allowed,6,22.5,False,,10.0,100.0,1.0,100.0,272,147,125.0,81.0,False,False
f9350fa734de,,true_baseline,allowed,7,22.5,False,,10.0,100.0,1.0,100.0,341,260,81.0,70.0,False,False
f9350fa734de,,true_baseline,allowed,8,22.5,False,,10.0,100.0,1.0,100.0,232,151,81.0,96.0,False,False
f9350fa734de,,true_baseline,allowed,9,22.5,False,,10.0,100.0,1.0,100.0,337,117,220.0,810.0,False,False
f9350fa734de,,true_baseline,allowed,10,22.5,False,,10.0,100.0,1.0,100.0,354,77,277.0,126.0,False,False
f9350fa734de,,true_baseline,allowed,11,22.5,False,,10.0,100.0,1.0,100.0,189,97,92.0,109.0,False,False
f9350fa734de,,true_baseline,allowed,12,22.5,False,,10.0,100.0,1.0,100.0,248,91,157.0,90.0,False,False
f9350fa734de,,true_baseline,allowed,13,22.5,False,,10.0,100.0,1.0,100.0,194,81,113.0,50.0,False,False
f9350fa734de,,true_baseline,allowed,14,22.5,False,,10.0,100.0,1.0,100.0,269,182,87.0,75.0,False,False
f9350fa734de,,true_baseline,allowed,15,22.5,False,,10.0,100.0,1.0,100.0,228,101,127.0,45.0,False,False
0ce3ea2d6d5b,,flagship_corruption,allowed,1,175.5,False,,78.0,30.0,1.0,100.0,538,350,188.0,309.0,True,False
0ce3ea2d6d5b,,flagship_corruption,allowed,2,225.0,False,,100.0,33.0,1.0,100.0,1515,478,1037.0,270.0,True,False
0ce3ea2d6d5b,,flagship_corruption,allowed,3,225.0,False,,100.0,80.0,1.0,100.0,428,133,295.0,145.0,True,False
0ce3ea2d6d5b,,flagship_corruption,allowed,4,225.0,True,3.0,100.0,100.0,0.0,,827,171,656.0,181.0,True,False
e9d6d4aeaac4,,baseline_flagship,allowed,1,76.5,False,,34.0,69.0,0.0,25.0,567,258,309.0,2052.0,False,True
e9d6d4aeaac4,,baseline_flagship,allowed,2,67.5,True,1.0,30.0,80.0,0.0,,916,143,773.0,84.0,False,True
326507d0bda5,,true_baseline,allowed,1,22.5,False,,10.0,70.0,0.0,75.0,646,241,405.0,278.0,False,False
326507d0bda5,,true_baseline,allowed,2,22.5,False,,10.0,100.0,0.0,25.0,1169,1016,153.0,3166.0,False,False
326507d0bda5,,true_baseline,allowed,3,22.5,False,,10.0,25.0,0.0,0.0,1682,1368,314.0,304.0,False,False
326507d0bda5,,true_baseline,allowed,4,22.5,False,,10.0,10.0,0.0,25.0,910,654,256.0,271.0,False,False
326507d0bda5,,true_baseline,allowed,5,22.5,False,,10.0,100.0,0.0,25.0,1072,905,167.0,1616.0,False,False
326507d0bda5,,true_baseline,allowed,6,22.5,False,,10.0,42.0,1.0,100.0,3411,2861,550.0,2849.0,False,False
326507d0bda5,,true_baseline,allowed,7,22.5,False,,10.0,0.0,0.0,0.0,3091,1600,1491.0,768.0,False,False
326507d0bda5,,true_baseline,allowed,8,22.5,False,,10.0,0.0,0.0,25.0,5599,3123,2476.0,2108.0,False,False
326507d0bda5,,true_baseline,allowed,9,22.5,False,,10.0,100.0,0.0,0.0,1757,1478,279.0,4065.0,False,False
326507d0bda5,,true_baseline,allowed,10,22.5,False,,10.0,100.0,0.0,25.0,4148,1453,2695.0,563.0,False,False
326507d0bda5,,true_baseline,allowed,11,22.5,False,,10.0,100.0,0.0,0.0,6434,2658,3776.0,4159.0,False,False
326507d0bda5,,true_baseline,allowed,12,22.5,False,,10.0,10.0,0.0,0.0,5609,2052,3557.0,5155.0,False,False
326507d0bda5,,true_baseline,allowed,13,22.5,False,,10.0,50.0,1.0,100.0,3443,1375,2068.0,5351.0,False,False
326507d0bda5,,true_baseline,allowed,14,22.5,False,,10.0,2.0,0.0,25.0,7006,6923,83.0,5407.0,False,False
326507d0bda5,,true_baseline,allowed,15,22.5,False,,10.0,10.0,1.0,100.0,6974,6557,417.0,3564.0,False,False
de301e04a986,,true_baseline,allowed,1,22.5,False,,10.0,85.0,1.0,100.0,720,406,314.0,95.0,False,False
de301e04a986,,true_baseline,allowed,2,22.5,False,,10.0,50.0,1.0,100.0,202,143,59.0,924.0,False,False
de301e04a986,,true_baseline,allowed,3,22.5,False,,10.0,90.0,1.0,100.0,266,93,173.0,238.0,False,False
de301e04a986,,true_baseline,allowed,4,22.5,False,,10.0,100.0,1.0,100.0,483,381,102.0,239.0,False,False
de301e04a986,,true_baseline,allowed,5,22.5,False,,10.0,100.0,1.0,100.0,194,128,66.0,261.0,False,False
de301e04a986,,true_baseline,allowed,6,22.5,False,,10.0,100.0,1.0,100.0,730,376,354.0,146.0,False,False
de301e04a986,,true_baseline,allowed,7,22.5,False,,10.0,100.0,1.0,100.0,445,314,131.0,89.0,False,False
de301e04a986,,true_baseline,allowed,8,22.5,False,,10.0,100.0,1.0,100.0,263,133,130.0,71.0,False,False
de301e04a986,,true_baseline,allowed,9,22.5,False,,10.0,98.0,1.0,100.0,134,47,87.0,172.0,False,False
de301e04a986,,true_baseline,allowed,10,22.5,False,,10.0,100.0,1.0,100.0,414,312,102.0,245.0,False,False
de301e04a986,,true_baseline,allowed,11,22.5,False,,10.0,95.0,1.0,100.0,385,141,244.0,92.0,False,False
de301e04a986,,true_baseline,allowed,12,22.5,False,,10.0,100.0,1.0,100.0,170,67,103.0,112.0,False,False
de301e04a986,,true_baseline,allowed,13,22.5,False,,10.0,100.0,1.0,100.0,135,69,66.0,99.0,False,False
de301e04a986,,true_baseline,allowed,14,22.5,False,,10.0,100.0,1.0,100.0,394,103,291.0,115.0,False,False
de301e04a986,,true_baseline,allowed,15,22.5,False,,10.0,100.0,1.0,100.0,366,219,147.0,199.0,False,False
f109757a581a,,true_baseline,allowed,1,22.5,False,,10.0,2.0,1.0,100.0,472,224,248.0,1055.0,False,False
f109757a581a,,true_baseline,allowed,2,22.5,False,,10.0,100.0,1.0,100.0,228,149,79.0,394.0,False,False
f109757a581a,,true_baseline,allowed,3,22.5,False,,10.0,100.0,1.0,100.0,359,140,219.0,143.0,False,False
f109757a581a,,true_baseline,allowed,4,22.5,False,,10.0,90.0,1.0,100.0,314,216,98.0,75.0,False,False
f109757a581a,,true_baseline,allowed,5,22.5,False,,10.0,95.0,1.0,100.0,377,288,89.0,99.0,False,False
f109757a581a,,true_baseline,allowed,6,22.5,False,,10.0,100.0,1.0,100.0,189,92,97.0,824.0,False,False
f109757a581a,,true_baseline,allowed,7,22.5,False,,10.0,100.0,1.0,100.0,680,412,268.0,82.0,False,False
f109757a581a,,true_baseline,allowed,8,22.5,False,,10.0,99.0,1.0,100.0,156,96,60.0,290.0,False,False
f109757a581a,,true_baseline,allowed,9,22.5,False,,10.0,100.0,1.0,100.0,217,120,97.0,93.0,False,False
f109757a581a,,true_baseline,allowed,10,22.5,False,,10.0,95.0,1.0,100.0,656,120,536.0,61.0,False,False
f109757a581a,,true_baseline,allowed,11,22.5,False,,10.0,100.0,1.0,100.0,222,183,39.0,57.0,False,False
f109757a581a,,true_baseline,allowed,12,22.5,False,,10.0,100.0,1.0,100.0,336,258,78.0,256.0,False,False
f109757a581a,,true_baseline,allowed,13,22.5,False,,10.0,99.0,1.0,100.0,267,76,191.0,152.0,False,False
f109757a581a,,true_baseline,allowed,14,22.5,False,,10.0,100.0,1.0,100.0,215,86,129.0,70.0,False,False
f109757a581a,,true_baseline,allowed,15,22.5,False,,10.0,95.0,1.0,100.0,142,65,77.0,92.0,False,False
7fa2a72d0a29,,baseline_flagship,not_allowed,1,54.0,False,,24.0,100.0,0.0,75.0,578,490,88.0,472.0,False,True
7fa2a72d0a29,,baseline_flagship,not_allowed,2,175.5,False,,78.0,20.0,1.0,75.0,150,112,38.0,283.0,False,True
7fa2a72d0a29,,baseline_flagship,not_allowed,3,148.5,False,,66.0,75.0,0.0,75.0,273,96,177.0,1570.0,False,True
7fa2a72d0a29,,baseline_flagship,not_allowed,4,112.5,False,,50.0,100.0,1.0,75.0,365,234,131.0,199.0,False,True
7fa2a72d0a29,,baseline_flagship,not_allowed,5,166.5,False,,74.0,90.0,0.0,75.0,76,54,22.0,89.0,False,True
7fa2a72d0a29,,baseline_flagship,not_allowed,6,225.0,False,,100.0,0.0,1.0,100.0,561,401,160.0,541.0,False,True
7fa2a72d0a29,,baseline_flagship,not_allowed,7,225.0,False,,100.0,100.0,1.0,100.0,551,412,139.0,206.0,False,True
7fa2a72d0a29,,baseline_flagship,not_allowed,8,225.0,False,,100.0,100.0,1.0,100.0,2184,2138,46.0,267.0,False,True
7fa2a72d0a29,,baseline_flagship,not_allowed,9,225.0,False,,100.0,95.0,1.0,100.0,1259,1236,23.0,1358.0,False,True
7fa2a72d0a29,,baseline_flagship,not_allowed,10,225.0,False,,100.0,100.0,1.0,100.0,555,267,288.0,2272.0,False,True
7fa2a72d0a29,,baseline_flagship,not_allowed,11,225.0,False,,100.0,70.0,1.0,100.0,1958,1931,27.0,1970.0,False,True
7fa2a72d0a29,,baseline_flagship,not_allowed,12,225.0,False,,100.0,100.0,1.0,100.0,342,310,32.0,297.0,False,True
7fa2a72d0a29,,baseline_flagship,not_allowed,13,225.0,False,,100.0,100.0,1.0,100.0,191,177,14.0,179.0,False,True
7fa2a72d0a29,,baseline_flagship,not_allowed,14,225.0,False,,100.0,100.0,1.0,100.0,2078,2072,6.0,379.0,False,True
7fa2a72d0a29,,baseline_flagship,not_allowed,15,225.0,False,,100.0,95.0,1.0,100.0,5679,5635,44.0,3790.0,False,True
75bf48423c80,,baseline_flagship,allowed,1,54.0,False,,24.0,100.0,1.0,100.0,819,246,573.0,439.0,False,True
75bf48423c80,,baseline_flagship,allowed,2,101.25,False,,45.0,70.0,1.0,100.0,545,332,213.0,272.0,False,True
75bf48423c80,,baseline_flagship,allowed,3,157.5,False,,70.0,67.0,1.0,100.0,2211,1446,765.0,1128.0,False,True
75bf48423c80,,baseline_flagship,allowed,4,159.75,False,,71.0,99.0,1.0,100.0,370,158,212.0,273.0,False,True
75bf48423c80,,baseline_flagship,allowed,5,211.5,False,,94.0,100.0,1.0,100.0,513,251,262.0,147.0,False,True
75bf48423c80,,baseline_flagship,allowed,6,225.0,False,,100.0,95.0,1.0,100.0,876,215,661.0,183.0,False,True
75bf48423c80,,baseline_flagship,allowed,7,225.0,True,3.0,100.0,100.0,0.0,,661,226,435.0,122.0,False,True
ad5d6bd67c2a,,flagship_corruption,not_allowed,1,54.0,False,,24.0,100.0,0.0,75.0,186,98,88.0,87.0,True,False
ad5d6bd67c2a,,flagship_corruption,not_allowed,2,105.75,False,,47.0,50.0,1.0,75.0,1154,1036,118.0,1407.0,True,False
ad5d6bd67c2a,,flagship_corruption,not_allowed,3,126.0,False,,56.0,70.0,0.0,75.0,332,132,200.0,327.0,True,False
ad5d6bd67c2a,,flagship_corruption,not_allowed,4,90.0,False,,40.0,99.0,1.0,75.0,127,100,27.0,227.0,True,False
ad5d6bd67c2a,,flagship_corruption,not_allowed,5,225.0,False,,100.0,0.0,0.0,75.0,469,412,57.0,674.0,True,False
ad5d6bd67c2a,,flagship_corruption,not_allowed,6,132.75,False,,59.0,90.0,0.0,75.0,273,255,18.0,154.0,True,False
ad5d6bd67c2a,,flagship_corruption,not_allowed,7,119.25,False,,53.0,99.0,1.0,75.0,270,212,58.0,211.0,True,False
ad5d6bd67c2a,,flagship_corruption,not_allowed,8,164.25,False,,73.0,97.0,1.0,75.0,351,305,46.0,734.0,True,False
ad5d6bd67c2a,,flagship_corruption,not_allowed,9,225.0,False,,100.0,0.0,0.0,75.0,273,250,23.0,742.0,True,False
ad5d6bd67c2a,,flagship_corruption,not_allowed,10,213.75,False,,95.0,100.0,0.0,75.0,505,484,21.0,263.0,True,False
ad5d6bd67c2a,,flagship_corruption,not_allowed,11,213.75,False,,95.0,100.0,0.0,75.0,630,577,53.0,1049.0,True,False
ad5d6bd67c2a,,flagship_corruption,not_allowed,12,225.0,False,,100.0,90.0,0.0,75.0,372,363,9.0,134.0,True,False
ad5d6bd67c2a,,flagship_corruption,not_allowed,13,213.75,False,,95.0,100.0,1.0,75.0,667,467,200.0,665.0,True,False
ad5d6bd67c2a,,flagship_corruption,not_allowed,14,225.0,False,,100.0,95.0,0.0,75.0,142,110,32.0,114.0,True,False
ad5d6bd67c2a,,flagship_corruption,not_allowed,15,225.0,False,,100.0,97.0,0.0,75.0,228,166,62.0,135.0,True,False
7e1df5efd8c5,,flagship_corruption,not_allowed,1,159.75,False,,71.0,33.0,0.0,75.0,517,494,23.0,387.0,True,False
7e1df5efd8c5,,flagship_corruption,not_allowed,2,175.5,False,,78.0,25.0,1.0,75.0,493,395,98.0,1093.0,True,False
7e1df5efd8c5,,flagship_corruption,not_allowed,3,222.75,False,,99.0,50.0,0.0,75.0,444,423,21.0,1175.0,True,False
7e1df5efd8c5,,flagship_corruption,not_allowed,4,159.75,False,,71.0,70.0,1.0,75.0,352,335,17.0,3023.0,True,False
7e1df5efd8c5,,flagship_corruption,not_allowed,5,184.5,False,,82.0,90.0,0.0,75.0,332,315,17.0,485.0,True,False
7e1df5efd8c5,,flagship_corruption,not_allowed,6,184.5,False,,82.0,90.0,0.0,75.0,206,175,31.0,186.0,True,False
7e1df5efd8c5,,flagship_corruption,not_allowed,7,225.0,False,,100.0,5.0,0.0,75.0,177,167,10.0,742.0,True,False
7e1df5efd8c5,,flagship_corruption,not_allowed,8,184.5,False,,82.0,90.0,1.0,75.0,245,180,65.0,1424.0,True,False
7e1df5efd8c5,,flagship_corruption,not_allowed,9,225.0,False,,100.0,95.0,1.0,75.0,228,100,128.0,504.0,True,False
7e1df5efd8c5,,flagship_corruption,not_allowed,10,225.0,False,,100.0,95.0,0.0,75.0,147,59,88.0,561.0,True,False
7e1df5efd8c5,,flagship_corruption,not_allowed,11,225.0,False,,100.0,0.0,0.0,75.0,251,148,103.0,585.0,True,False
7e1df5efd8c5,,flagship_corruption,not_allowed,12,225.0,False,,100.0,100.0,0.0,75.0,368,227,141.0,1041.0,True,False
7e1df5efd8c5,,flagship_corruption,not_allowed,13,225.0,False,,100.0,90.0,1.0,75.0,74,51,23.0,934.0,True,False
7e1df5efd8c5,,flagship_corruption,not_allowed,14,225.0,False,,100.0,98.0,0.0,75.0,612,547,65.0,1129.0,True,False
7e1df5efd8c5,,flagship_corruption,not_allowed,15,225.0,False,,100.0,100.0,0.0,75.0,350,287,63.0,220.0,True,False
56560fcfd075,,flagship_corruption,allowed,1,54.0,False,,24.0,100.0,1.0,100.0,983,212,771.0,563.0,True,False
56560fcfd075,,flagship_corruption,allowed,2,105.75,False,,47.0,67.0,1.0,100.0,681,517,164.0,841.0,True,False
56560fcfd075,,flagship_corruption,allowed,3,225.0,False,,100.0,33.0,1.0,100.0,582,59,523.0,1428.0,True,False
56560fcfd075,,flagship_corruption,allowed,4,182.25,False,,81.0,100.0,1.0,100.0,1041,729,312.0,131.0,True,False
56560fcfd075,,flagship_corruption,allowed,5,225.0,False,,100.0,100.0,1.0,100.0,547,236,311.0,295.0,True,False
56560fcfd075,,flagship_corruption,allowed,6,225.0,True,3.0,100.0,100.0,0.0,,670,137,533.0,71.0,True,False
6f43cb5f91f8,,true_baseline,allowed,1,22.5,False,,10.0,33.0,0.0,75.0,781,624,157.0,931.0,False,False
6f43cb5f91f8,,true_baseline,allowed,2,22.5,False,,10.0,79.0,1.0,75.0,1748,577,1171.0,5336.0,False,False
6f43cb5f91f8,,true_baseline,allowed,3,22.5,False,,10.0,85.0,1.0,100.0,1316,774,542.0,1107.0,False,False
6f43cb5f91f8,,true_baseline,allowed,4,22.5,False,,10.0,100.0,1.0,100.0,602,341,261.0,297.0,False,False
6f43cb5f91f8,,true_baseline,allowed,5,22.5,False,,10.0,50.0,1.0,100.0,1016,401,615.0,1162.0,False,False
6f43cb5f91f8,,true_baseline,allowed,6,22.5,False,,10.0,80.0,1.0,100.0,1155,489,666.0,1671.0,False,False
